TIME	Bottom                   
4077.00	7.18
4078.00	7.18
4079.00	7.18
4080.00	7.19
4081.00	7.19
4082.00	7.19
4083.00	7.18
4084.00	7.18
4085.00	7.18
4086.00	7.18
4087.00	7.17
4088.00	7.17
4089.00	7.17
4090.00	7.17
4091.00	7.17
4092.00	7.17
4093.00	7.17
4094.00	7.17
4095.00	7.17
4096.00	7.17
4097.00	7.17
4098.00	7.17
4099.00	7.17
4100.00	7.17
4101.00	7.17
4102.00	7.17
4103.00	7.17
4104.00	7.17
4105.00	7.18
4106.00	7.18
4107.00	7.17
4108.00	7.17
4109.00	7.17
4110.00	7.17
4111.00	7.17
4112.00	7.16
4113.00	7.16
4114.00	7.16
4115.00	7.17
4116.00	7.17
4117.00	7.17
4118.00	7.17
4119.00	7.18
4120.00	7.18
4121.00	7.18
4122.00	7.19
4123.00	7.19
4124.00	7.20
4125.00	7.20
4126.00	7.21
4127.00	7.21
4128.00	7.21
4129.00	7.22
4130.00	7.22
4131.00	7.22
4132.00	7.22
4133.00	7.22
4134.00	7.22
4135.00	7.22
4136.00	7.22
4137.00	7.22
4138.00	7.22
4139.00	7.23
4140.00	7.23
4141.00	7.24
4142.00	7.24
4143.00	7.25
4144.00	7.25
4145.00	7.26
4146.00	7.27
4147.00	7.27
4148.00	7.28
4149.00	7.29
4150.00	7.30
4151.00	7.30
4152.00	7.31
4153.00	7.31
4154.00	7.32
4155.00	7.32
4156.00	7.32
4157.00	7.33
4158.00	7.33
4159.00	7.33
4160.00	7.33
4161.00	7.33
4162.00	7.34
4163.00	7.34
4164.00	7.35
4165.00	7.35
4166.00	7.36
4167.00	7.37
4168.00	7.38
4169.00	7.38
4170.00	7.39
4171.00	7.40
4172.00	7.41
4173.00	7.42
4174.00	7.43
4175.00	7.44
4176.00	7.44
4177.00	7.45
4178.00	7.46
4179.00	7.46
4180.00	7.47
4181.00	7.48
4182.00	7.48
4183.00	7.48
4184.00	7.48
4185.00	7.48
4186.00	7.49
4187.00	7.49
4188.00	7.49
4189.00	7.49
4190.00	7.49
4191.00	7.49
4192.00	7.49
4193.00	7.49
4194.00	7.49
4195.00	7.49
4196.00	7.49
4197.00	7.49
4198.00	7.49
4199.00	7.49
4200.00	7.49
4201.00	7.49
4202.00	7.49
4203.00	7.49
4204.00	7.49
4205.00	7.48
4206.00	7.48
4207.00	7.47
4208.00	7.47
4209.00	7.47
4210.00	7.46
4211.00	7.46
4212.00	7.46
4213.00	7.46
4214.00	7.46
4215.00	7.46
4216.00	7.46
4217.00	7.47
4218.00	7.47
4219.00	7.47
4220.00	7.47
4221.00	7.47
4222.00	7.47
4223.00	7.47
4224.00	7.48
4225.00	7.48
4226.00	7.48
4227.00	7.48
4228.00	7.48
4229.00	7.48
4230.00	7.48
4231.00	7.48
4232.00	7.48
4233.00	7.48
4234.00	7.48
4235.00	7.48
4236.00	7.48
4237.00	7.48
4238.00	7.48
4239.00	7.48
4240.00	7.48
4241.00	7.48
4242.00	7.48
4243.00	7.49
4244.00	7.49
4245.00	7.49
4246.00	7.49
4247.00	7.50
4248.00	7.50
4249.00	7.50
4250.00	7.50
4251.00	7.50
4252.00	7.50
4253.00	7.49
4254.00	7.49
4255.00	7.49
4256.00	7.49
4257.00	7.48
4258.00	7.48
4259.00	7.48
4260.00	7.48
4261.00	7.49
4262.00	7.49
4263.00	7.49
4264.00	7.49
4265.00	7.49
4266.00	7.50
4267.00	7.50
4268.00	7.50
4269.00	7.50
4270.00	7.51
4271.00	7.51
4272.00	7.51
4273.00	7.51
4274.00	7.51
4275.00	7.51
4276.00	7.51
4277.00	7.51
4278.00	7.50
4279.00	7.50
4280.00	7.50
4281.00	7.50
4282.00	7.50
4283.00	7.50
4284.00	7.50
4285.00	7.51
4286.00	7.51
4287.00	7.51
4288.00	7.51
4289.00	7.52
4290.00	7.52
4291.00	7.52
4292.00	7.53
4293.00	7.53
4294.00	7.53
4295.00	7.53
4296.00	7.53
4297.00	7.54
4298.00	7.54
4299.00	7.54
4300.00	7.54
4301.00	7.54
4302.00	7.54
4303.00	7.54
4304.00	7.54
4305.00	7.54
4306.00	7.54
4307.00	7.54
4308.00	7.54
4309.00	7.54
4310.00	7.55
4311.00	7.55
4312.00	7.55
4313.00	7.55
4314.00	7.55
4315.00	7.55
4316.00	7.56
4317.00	7.56
4318.00	7.56
4319.00	7.56
4320.00	7.56
4321.00	7.56
4322.00	7.56
4323.00	7.56
4324.00	7.56
4325.00	7.56
4326.00	7.56
4327.00	7.55
4328.00	7.55
4329.00	7.55
4330.00	7.55
4331.00	7.55
4332.00	7.55
4333.00	7.55
4334.00	7.55
4335.00	7.56
4336.00	7.56
4337.00	7.56
4338.00	7.56
4339.00	7.57
4340.00	7.57
4341.00	7.57
4342.00	7.57
4343.00	7.57
4344.00	7.58
4345.00	7.58
4346.00	7.58
4347.00	7.58
4348.00	7.58
4349.00	7.58
4350.00	7.58
4351.00	7.58
4352.00	7.58
4353.00	7.58
4354.00	7.58
4355.00	7.58
4356.00	7.59
4357.00	7.59
4358.00	7.60
4359.00	7.60
4360.00	7.61
4361.00	7.61
4362.00	7.62
4363.00	7.63
4364.00	7.64
4365.00	7.64
4366.00	7.65
4367.00	7.66
4368.00	7.66
4369.00	7.67
4370.00	7.67
4371.00	7.67
4372.00	7.68
4373.00	7.68
4374.00	7.68
4375.00	7.68
4376.00	7.69
4377.00	7.69
4378.00	7.69
4379.00	7.70
4380.00	7.70
4381.00	7.70
4382.00	7.70
4383.00	7.71
4384.00	7.71
4385.00	7.71
4386.00	7.72
4387.00	7.72
4388.00	7.72
4389.00	7.73
4390.00	7.73
4391.00	7.73
4392.00	7.73
4393.00	7.73
4394.00	7.73
4395.00	7.73
4396.00	7.73
4397.00	7.73
4398.00	7.73
4399.00	7.73
4400.00	7.72
4401.00	7.72
4402.00	7.72
4403.00	7.72
4404.00	7.72
4405.00	7.72
4406.00	7.73
4407.00	7.73
4408.00	7.73
4409.00	7.73
4410.00	7.73
4411.00	7.74
4412.00	7.74
4413.00	7.74
4414.00	7.74
4415.00	7.75
4416.00	7.75
4417.00	7.75
4418.00	7.75
4419.00	7.75
4420.00	7.75
4421.00	7.75
4422.00	7.75
4423.00	7.75
4424.00	7.75
4425.00	7.75
4426.00	7.75
4427.00	7.75
4428.00	7.75
4429.00	7.75
4430.00	7.75
4431.00	7.76
4432.00	7.76
4433.00	7.76
4434.00	7.77
4435.00	7.77
4436.00	7.78
4437.00	7.78
4438.00	7.78
4439.00	7.79
4440.00	7.79
4441.00	7.79
4442.00	7.79
4443.00	7.79
4444.00	7.79
4445.00	7.79
4446.00	7.79
4447.00	7.79
4448.00	7.79
4449.00	7.79
4450.00	7.79
4451.00	7.79
4452.00	7.80
4453.00	7.80
4454.00	7.80
4455.00	7.81
4456.00	7.81
4457.00	7.82
4458.00	7.82
4459.00	7.83
4460.00	7.83
4461.00	7.84
4462.00	7.84
4463.00	7.85
4464.00	7.85
4465.00	7.85
4466.00	7.86
4467.00	7.86
4468.00	7.86
4469.00	7.86
4470.00	7.86
4471.00	7.86
4472.00	7.86
4473.00	7.86
4474.00	7.87
4475.00	7.87
4476.00	7.87
4477.00	7.88
4478.00	7.89
4479.00	7.89
4480.00	7.90
4481.00	7.90
4482.00	7.91
4483.00	7.92
4484.00	7.92
4485.00	7.93
4486.00	7.94
4487.00	7.94
4488.00	7.95
4489.00	7.95
4490.00	7.96
4491.00	7.96
4492.00	7.97
4493.00	7.97
4494.00	7.97
4495.00	7.97
4496.00	7.98
4497.00	7.98
4498.00	7.99
4499.00	7.99
4500.00	8.00
4501.00	8.00
4502.00	8.01
4503.00	8.02
4504.00	8.03
4505.00	8.03
4506.00	8.04
4507.00	8.05
4508.00	8.06
4509.00	8.06
4510.00	8.07
4511.00	8.08
4512.00	8.08
4513.00	8.09
4514.00	8.09
4515.00	8.09
4516.00	8.10
4517.00	8.10
4518.00	8.10
4519.00	8.10
4520.00	8.10
4521.00	8.10
4522.00	8.10
4523.00	8.11
4524.00	8.11
4525.00	8.11
4526.00	8.11
4527.00	8.11
4528.00	8.12
4529.00	8.12
4530.00	8.12
4531.00	8.12
4532.00	8.13
4533.00	8.13
4534.00	8.13
4535.00	8.13
4536.00	8.13
4537.00	8.13
4538.00	8.13
4539.00	8.13
4540.00	8.13
4541.00	8.13
4542.00	8.13
4543.00	8.13
4544.00	8.12
4545.00	8.12
4546.00	8.12
4547.00	8.12
4548.00	8.12
4549.00	8.12
4550.00	8.12
4551.00	8.11
4552.00	8.11
4553.00	8.11
4554.00	8.11
4555.00	8.11
4556.00	8.11
4557.00	8.11
4558.00	8.11
4559.00	8.11
4560.00	8.11
4561.00	8.11
4562.00	8.10
4563.00	8.10
4564.00	8.10
4565.00	8.09
4566.00	8.09
4567.00	8.08
4568.00	8.08
4569.00	8.08
4570.00	8.07
4571.00	8.07
4572.00	8.07
4573.00	8.07
4574.00	8.07
4575.00	8.07
4576.00	8.07
4577.00	8.07
4578.00	8.08
4579.00	8.08
4580.00	8.08
4581.00	8.08
4582.00	8.08
4583.00	8.08
4584.00	8.09
4585.00	8.09
4586.00	8.09
4587.00	8.09
4588.00	8.08
4589.00	8.08
4590.00	8.08
4591.00	8.08
4592.00	8.08
4593.00	8.07
4594.00	8.07
4595.00	8.07
4596.00	8.08
4597.00	8.08
4598.00	8.08
4599.00	8.08
4600.00	8.09
4601.00	8.09
4602.00	8.09
4603.00	8.10
4604.00	8.10
4605.00	8.10
4606.00	8.11
4607.00	8.11
4608.00	8.11
4609.00	8.12
4610.00	8.12
4611.00	8.12
4612.00	8.12
4613.00	8.12
4614.00	8.12
4615.00	8.12
4616.00	8.12
4617.00	8.12
4618.00	8.12
4619.00	8.12
4620.00	8.13
4621.00	8.13
4622.00	8.13
4623.00	8.13
4624.00	8.14
4625.00	8.14
4626.00	8.14
4627.00	8.15
4628.00	8.15
4629.00	8.15
4630.00	8.16
4631.00	8.16
4632.00	8.16
4633.00	8.16
4634.00	8.17
4635.00	8.17
4636.00	8.17
4637.00	8.17
4638.00	8.17
4639.00	8.16
4640.00	8.16
4641.00	8.16
4642.00	8.16
4643.00	8.17
4644.00	8.17
4645.00	8.17
4646.00	8.17
4647.00	8.18
4648.00	8.18
4649.00	8.18
4650.00	8.19
4651.00	8.19
4652.00	8.19
4653.00	8.20
4654.00	8.20
4655.00	8.20
4656.00	8.20
4657.00	8.21
4658.00	8.21
4659.00	8.21
4660.00	8.21
4661.00	8.21
4662.00	8.21
4663.00	8.21
4664.00	8.21
4665.00	8.21
4666.00	8.21
4667.00	8.21
4668.00	8.21
4669.00	8.22
4670.00	8.22
4671.00	8.22
4672.00	8.23
4673.00	8.23
4674.00	8.23
4675.00	8.23
4676.00	8.24
4677.00	8.24
4678.00	8.24
4679.00	8.24
4680.00	8.24
4681.00	8.24
4682.00	8.24
4683.00	8.24
4684.00	8.23
4685.00	8.23
4686.00	8.23
4687.00	8.23
4688.00	8.22
4689.00	8.22
4690.00	8.22
4691.00	8.22
4692.00	8.22
4693.00	8.22
4694.00	8.22
4695.00	8.23
4696.00	8.23
4697.00	8.23
4698.00	8.24
4699.00	8.24
4700.00	8.24
4701.00	8.24
4702.00	8.25
4703.00	8.25
4704.00	8.25
4705.00	8.25
4706.00	8.25
4707.00	8.25
4708.00	8.25
4709.00	8.25
4710.00	8.25
4711.00	8.25
4712.00	8.25
4713.00	8.25
4714.00	8.25
4715.00	8.25
4716.00	8.25
4717.00	8.25
4718.00	8.25
4719.00	8.25
4720.00	8.25
4721.00	8.26
4722.00	8.26
4723.00	8.26
4724.00	8.26
4725.00	8.26
4726.00	8.26
4727.00	8.26
4728.00	8.27
4729.00	8.27
4730.00	8.27
4731.00	8.27
4732.00	8.27
4733.00	8.27
4734.00	8.27
4735.00	8.27
4736.00	8.26
4737.00	8.26
4738.00	8.26
4739.00	8.26
4740.00	8.26
4741.00	8.26
4742.00	8.26
4743.00	8.26
4744.00	8.27
4745.00	8.27
4746.00	8.27
4747.00	8.27
4748.00	8.27
4749.00	8.27
4750.00	8.27
4751.00	8.27
4752.00	8.27
4753.00	8.27
4754.00	8.27
4755.00	8.27
4756.00	8.27
4757.00	8.27
4758.00	8.26
4759.00	8.26
4760.00	8.26
4761.00	8.26
4762.00	8.26
4763.00	8.26
4764.00	8.26
4765.00	8.26
4766.00	8.26
4767.00	8.26
4768.00	8.27
4769.00	8.27
4770.00	8.27
4771.00	8.27
4772.00	8.28
4773.00	8.28
4774.00	8.28
4775.00	8.28
4776.00	8.28
4777.00	8.28
4778.00	8.28
4779.00	8.28
4780.00	8.28
4781.00	8.28
4782.00	8.28
4783.00	8.28
4784.00	8.28
4785.00	8.28
4786.00	8.28
4787.00	8.28
4788.00	8.28
4789.00	8.28
4790.00	8.28
4791.00	8.28
4792.00	8.28
4793.00	8.29
4794.00	8.29
4795.00	8.29
4796.00	8.29
4797.00	8.29
4798.00	8.29
4799.00	8.29
4800.00	8.29
4801.00	8.30
4802.00	8.30
4803.00	8.29
4804.00	8.29
4805.00	8.29
4806.00	8.29
4807.00	8.29
4808.00	8.28
4809.00	8.28
4810.00	8.28
4811.00	8.28
4812.00	8.28
4813.00	8.29
4814.00	8.29
4815.00	8.29
4816.00	8.30
4817.00	8.30
4818.00	8.30
4819.00	8.31
4820.00	8.31
4821.00	8.31
4822.00	8.32
4823.00	8.32
4824.00	8.32
4825.00	8.32
4826.00	8.32
4827.00	8.32
4828.00	8.32
4829.00	8.32
4830.00	8.32
4831.00	8.32
4832.00	8.32
4833.00	8.31
4834.00	8.31
4835.00	8.32
4836.00	8.32
4837.00	8.32
4838.00	8.32
4839.00	8.32
4840.00	8.33
4841.00	8.33
4842.00	8.33
4843.00	8.33
4844.00	8.34
4845.00	8.34
4846.00	8.34
4847.00	8.34
4848.00	8.34
4849.00	8.35
4850.00	8.35
4851.00	8.35
4852.00	8.35
4853.00	8.34
4854.00	8.34
4855.00	8.34
4856.00	8.34
4857.00	8.34
4858.00	8.34
4859.00	8.34
4860.00	8.34
4861.00	8.34
4862.00	8.34
4863.00	8.34
4864.00	8.35
4865.00	8.35
4866.00	8.35
4867.00	8.35
4868.00	8.35
4869.00	8.35
4870.00	8.35
4871.00	8.36
4872.00	8.36
4873.00	8.36
4874.00	8.36
4875.00	8.36
4876.00	8.36
4877.00	8.35
4878.00	8.35
4879.00	8.35
4880.00	8.35
4881.00	8.35
4882.00	8.35
4883.00	8.35
4884.00	8.35
4885.00	8.35
4886.00	8.35
4887.00	8.35
4888.00	8.35
4889.00	8.35
4890.00	8.35
4891.00	8.36
4892.00	8.36
4893.00	8.36
4894.00	8.36
4895.00	8.36
4896.00	8.36
4897.00	8.36
4898.00	8.36
4899.00	8.36
4900.00	8.36
4901.00	8.36
4902.00	8.36
4903.00	8.36
4904.00	8.36
4905.00	8.35
4906.00	8.35
4907.00	8.36
4908.00	8.36
4909.00	8.36
4910.00	8.36
4911.00	8.37
4912.00	8.37
4913.00	8.38
4914.00	8.38
4915.00	8.39
4916.00	8.39
4917.00	8.40
4918.00	8.40
4919.00	8.41
4920.00	8.41
4921.00	8.42
4922.00	8.42
4923.00	8.42
4924.00	8.43
4925.00	8.43
4926.00	8.43
4927.00	8.43
4928.00	8.43
4929.00	8.43
4930.00	8.44
4931.00	8.44
4932.00	8.45
4933.00	8.45
4934.00	8.46
4935.00	8.47
4936.00	8.48
4937.00	8.48
4938.00	8.49
4939.00	8.50
4940.00	8.51
4941.00	8.52
4942.00	8.53
4943.00	8.54
4944.00	8.54
4945.00	8.55
4946.00	8.56
4947.00	8.56
4948.00	8.57
4949.00	8.57
4950.00	8.58
4951.00	8.58
4952.00	8.59
4953.00	8.59
4954.00	8.60
4955.00	8.61
4956.00	8.61
4957.00	8.62
4958.00	8.63
4959.00	8.64
4960.00	8.64
4961.00	8.65
4962.00	8.66
4963.00	8.67
4964.00	8.67
4965.00	8.68
4966.00	8.68
4967.00	8.69
4968.00	8.69
4969.00	8.70
4970.00	8.70
4971.00	8.71
4972.00	8.71
4973.00	8.72
4974.00	8.72
4975.00	8.72
4976.00	8.72
4977.00	8.72
4978.00	8.73
4979.00	8.73
4980.00	8.73
4981.00	8.73
4982.00	8.74
4983.00	8.74
4984.00	8.75
4985.00	8.75
4986.00	8.76
4987.00	8.76
4988.00	8.77
4989.00	8.77
4990.00	8.78
4991.00	8.78
4992.00	8.79
4993.00	8.79
4994.00	8.80
4995.00	8.80
4996.00	8.80
4997.00	8.80
4998.00	8.80
4999.00	8.81
5000.00	8.81
5001.00	8.81
5002.00	8.81
5003.00	8.81
5004.00	8.82
5005.00	8.82
5006.00	8.82
5007.00	8.83
5008.00	8.83
5009.00	8.84
5010.00	8.85
5011.00	8.85
5012.00	8.86
5013.00	8.86
5014.00	8.87
5015.00	8.87
5016.00	8.88
5017.00	8.88
5018.00	8.88
5019.00	8.88
5020.00	8.88
5021.00	8.88
5022.00	8.88
5023.00	8.88
5024.00	8.88
5025.00	8.88
5026.00	8.88
5027.00	8.88
5028.00	8.88
5029.00	8.88
5030.00	8.88
5031.00	8.88
5032.00	8.88
5033.00	8.89
5034.00	8.89
5035.00	8.89
5036.00	8.89
5037.00	8.89
5038.00	8.89
5039.00	8.89
5040.00	8.89
5041.00	8.89
5042.00	8.90
5043.00	8.90
5044.00	8.90
5045.00	8.90
5046.00	8.90
5047.00	8.90
5048.00	8.89
5049.00	8.89
5050.00	8.90
5051.00	8.90
5052.00	8.90
5053.00	8.90
5054.00	8.91
5055.00	8.91
5056.00	8.92
5057.00	8.92
5058.00	8.93
5059.00	8.94
5060.00	8.94
5061.00	8.95
5062.00	8.95
5063.00	8.96
5064.00	8.96
5065.00	8.97
5066.00	8.97
5067.00	8.97
5068.00	8.98
5069.00	8.98
5070.00	8.98
5071.00	8.98
5072.00	8.98
5073.00	8.98
5074.00	8.98
5075.00	8.98
5076.00	8.99
5077.00	8.99
5078.00	8.99
5079.00	8.99
5080.00	8.99
5081.00	9.00
5082.00	9.00
5083.00	9.00
5084.00	9.00
5085.00	9.01
5086.00	9.01
5087.00	9.01
5088.00	9.01
5089.00	9.01
5090.00	9.01
5091.00	9.02
5092.00	9.02
5093.00	9.02
5094.00	9.02
5095.00	9.02
5096.00	9.02
5097.00	9.02
5098.00	9.02
5099.00	9.02
5100.00	9.03
5101.00	9.03
5102.00	9.03
5103.00	9.03
5104.00	9.03
5105.00	9.04
5106.00	9.04
5107.00	9.04
5108.00	9.04
5109.00	9.05
5110.00	9.05
5111.00	9.05
5112.00	9.06
5113.00	9.06
5114.00	9.06
5115.00	9.06
5116.00	9.06
5117.00	9.06
5118.00	9.06
5119.00	9.06
5120.00	9.06
5121.00	9.06
5122.00	9.06
5123.00	9.06
5124.00	9.06
5125.00	9.07
5126.00	9.07
5127.00	9.07
5128.00	9.07
5129.00	9.07
5130.00	9.08
5131.00	9.08
5132.00	9.08
5133.00	9.09
5134.00	9.09
5135.00	9.09
5136.00	9.09
5137.00	9.09
5138.00	9.10
5139.00	9.10
5140.00	9.10
5141.00	9.09
5142.00	9.09
5143.00	9.09
5144.00	9.09
5145.00	9.09
5146.00	9.09
5147.00	9.09
5148.00	9.10
5149.00	9.10
5150.00	9.10
5151.00	9.11
5152.00	9.11
5153.00	9.12
5154.00	9.13
5155.00	9.13
5156.00	9.14
5157.00	9.14
5158.00	9.15
5159.00	9.16
5160.00	9.16
5161.00	9.17
5162.00	9.17
5163.00	9.17
5164.00	9.18
5165.00	9.18
5166.00	9.18
5167.00	9.18
5168.00	9.19
5169.00	9.19
5170.00	9.19
5171.00	9.19
5172.00	9.20
5173.00	9.20
5174.00	9.21
5175.00	9.21
5176.00	9.22
5177.00	9.23
5178.00	9.23
5179.00	9.24
5180.00	9.25
5181.00	9.25
5182.00	9.26
5183.00	9.26
5184.00	9.27
5185.00	9.27
5186.00	9.28
5187.00	9.28
5188.00	9.28
5189.00	9.28
5190.00	9.29
5191.00	9.29
5192.00	9.29
5193.00	9.29
5194.00	9.29
5195.00	9.29
5196.00	9.29
5197.00	9.30
5198.00	9.30
5199.00	9.30
5200.00	9.30
5201.00	9.31
5202.00	9.31
5203.00	9.31
5204.00	9.31
5205.00	9.32
5206.00	9.32
5207.00	9.32
5208.00	9.32
5209.00	9.32
5210.00	9.32
5211.00	9.32
5212.00	9.32
5213.00	9.32
5214.00	9.32
5215.00	9.32
5216.00	9.32
5217.00	9.31
5218.00	9.31
5219.00	9.31
5220.00	9.31
5221.00	9.31
5222.00	9.31
5223.00	9.31
5224.00	9.30
5225.00	9.30
5226.00	9.30
5227.00	9.30
5228.00	9.30
5229.00	9.30
5230.00	9.30
5231.00	9.30
5232.00	9.29
5233.00	9.29
5234.00	9.29
5235.00	9.29
5236.00	9.29
5237.00	9.28
5238.00	9.28
5239.00	9.28
5240.00	9.27
5241.00	9.27
5242.00	9.27
5243.00	9.26
5244.00	9.26
5245.00	9.26
5246.00	9.26
5247.00	9.25
5248.00	9.25
5249.00	9.25
5250.00	9.25
5251.00	9.25
5252.00	9.25
5253.00	9.25
5254.00	9.25
5255.00	9.25
5256.00	9.24
5257.00	9.24
5258.00	9.24
5259.00	9.24
5260.00	9.24
5261.00	9.23
5262.00	9.23
5263.00	9.23
5264.00	9.23
5265.00	9.22
5266.00	9.22
5267.00	9.22
5268.00	9.22
5269.00	9.22
5270.00	9.22
5271.00	9.22
5272.00	9.22
5273.00	9.21
5274.00	9.21
5275.00	9.21
5276.00	9.21
5277.00	9.21
5278.00	9.21
5279.00	9.21
5280.00	9.21
5281.00	9.21
5282.00	9.21
5283.00	9.21
5284.00	9.20
5285.00	9.20
5286.00	9.20
5287.00	9.20
5288.00	9.19
5289.00	9.19
5290.00	9.19
5291.00	9.19
5292.00	9.19
5293.00	9.19
5294.00	9.19
5295.00	9.19
5296.00	9.19
5297.00	9.20
5298.00	9.20
5299.00	9.20
5300.00	9.20
5301.00	9.20
5302.00	9.20
5303.00	9.21
5304.00	9.21
5305.00	9.21
5306.00	9.21
5307.00	9.20
5308.00	9.20
5309.00	9.20
5310.00	9.20
5311.00	9.20
5312.00	9.19
5313.00	9.19
5314.00	9.19
5315.00	9.19
5316.00	9.19
5317.00	9.18
5318.00	9.18
5319.00	9.18
5320.00	9.18
5321.00	9.18
5322.00	9.18
5323.00	9.18
5324.00	9.17
5325.00	9.17
5326.00	9.17
5327.00	9.17
5328.00	9.17
5329.00	9.17
5330.00	9.16
5331.00	9.16
5332.00	9.16
5333.00	9.16
5334.00	9.15
5335.00	9.15
5336.00	9.15
5337.00	9.15
5338.00	9.14
5339.00	9.14
5340.00	9.14
5341.00	9.14
5342.00	9.14
5343.00	9.14
5344.00	9.14
5345.00	9.14
5346.00	9.13
5347.00	9.14
5348.00	9.14
5349.00	9.14
5350.00	9.14
5351.00	9.14
5352.00	9.14
5353.00	9.14
5354.00	9.14
5355.00	9.14
5356.00	9.14
5357.00	9.14
5358.00	9.14
5359.00	9.14
5360.00	9.13
5361.00	9.13
5362.00	9.13
5363.00	9.13
5364.00	9.13
5365.00	9.14
5366.00	9.14
5367.00	9.14
5368.00	9.14
5369.00	9.15
5370.00	9.15
5371.00	9.15
5372.00	9.15
5373.00	9.15
5374.00	9.15
5375.00	9.15
5376.00	9.16
5377.00	9.16
5378.00	9.15
5379.00	9.15
5380.00	9.15
5381.00	9.15
5382.00	9.15
5383.00	9.14
5384.00	9.14
5385.00	9.14
5386.00	9.13
5387.00	9.13
5388.00	9.13
5389.00	9.13
5390.00	9.13
5391.00	9.13
5392.00	9.12
5393.00	9.12
5394.00	9.12
5395.00	9.12
5396.00	9.12
5397.00	9.12
5398.00	9.12
5399.00	9.11
5400.00	9.11
5401.00	9.11
5402.00	9.11
5403.00	9.11
5404.00	9.11
5405.00	9.10
5406.00	9.10
5407.00	9.09
5408.00	9.09
5409.00	9.09
5410.00	9.09
5411.00	9.08
5412.00	9.08
5413.00	9.08
5414.00	9.08
5415.00	9.08
5416.00	9.08
5417.00	9.08
5418.00	9.08
5419.00	9.08
5420.00	9.08
5421.00	9.08
5422.00	9.08
5423.00	9.08
5424.00	9.08
5425.00	9.08
5426.00	9.08
5427.00	9.08
5428.00	9.08
5429.00	9.08
5430.00	9.07
5431.00	9.07
5432.00	9.07
5433.00	9.07
5434.00	9.06
5435.00	9.06
5436.00	9.06
5437.00	9.06
5438.00	9.06
5439.00	9.06
5440.00	9.06
5441.00	9.06
5442.00	9.06
5443.00	9.06
5444.00	9.06
5445.00	9.06
5446.00	9.06
5447.00	9.06
5448.00	9.06
5449.00	9.06
5450.00	9.06
5451.00	9.06
5452.00	9.06
5453.00	9.05
5454.00	9.05
5455.00	9.05
5456.00	9.04
5457.00	9.04
5458.00	9.04
5459.00	9.04
5460.00	9.04
5461.00	9.04
5462.00	9.04
5463.00	9.05
5464.00	9.05
5465.00	9.05
5466.00	9.06
5467.00	9.06
5468.00	9.06
5469.00	9.07
5470.00	9.07
5471.00	9.07
5472.00	9.07
5473.00	9.08
5474.00	9.08
5475.00	9.08
5476.00	9.08
5477.00	9.08
5478.00	9.08
5479.00	9.08
5480.00	9.08
5481.00	9.08
5482.00	9.08
5483.00	9.08
5484.00	9.08
5485.00	9.08
5486.00	9.08
5487.00	9.09
5488.00	9.09
5489.00	9.10
5490.00	9.10
5491.00	9.11
5492.00	9.11
5493.00	9.12
5494.00	9.12
5495.00	9.12
5496.00	9.13
5497.00	9.13
5498.00	9.13
5499.00	9.13
5500.00	9.13
5501.00	9.13
5502.00	9.13
5503.00	9.13
5504.00	9.13
5505.00	9.13
5506.00	9.13
5507.00	9.13
5508.00	9.13
5509.00	9.13
5510.00	9.13
5511.00	9.13
5512.00	9.14
5513.00	9.14
5514.00	9.14
5515.00	9.14
5516.00	9.14
5517.00	9.15
5518.00	9.15
5519.00	9.15
5520.00	9.15
5521.00	9.15
5522.00	9.15
5523.00	9.15
5524.00	9.15
5525.00	9.15
5526.00	9.15
5527.00	9.15
5528.00	9.15
5529.00	9.15
5530.00	9.15
5531.00	9.15
5532.00	9.15
5533.00	9.15
5534.00	9.16
5535.00	9.16
5536.00	9.17
5537.00	9.17
5538.00	9.18
5539.00	9.18
5540.00	9.19
5541.00	9.19
5542.00	9.19
5543.00	9.20
5544.00	9.20
5545.00	9.20
5546.00	9.20
5547.00	9.20
5548.00	9.20
5549.00	9.20
5550.00	9.20
5551.00	9.20
5552.00	9.19
5553.00	9.19
5554.00	9.19
5555.00	9.19
5556.00	9.19
5557.00	9.19
5558.00	9.19
5559.00	9.20
5560.00	9.20
5561.00	9.21
5562.00	9.21
5563.00	9.22
5564.00	9.22
5565.00	9.23
5566.00	9.23
5567.00	9.23
5568.00	9.24
5569.00	9.24
5570.00	9.24
5571.00	9.25
5572.00	9.25
5573.00	9.25
5574.00	9.25
5575.00	9.25
5576.00	9.25
5577.00	9.25
5578.00	9.25
5579.00	9.25
5580.00	9.25
5581.00	9.26
5582.00	9.26
5583.00	9.27
5584.00	9.28
5585.00	9.28
5586.00	9.29
5587.00	9.30
5588.00	9.31
5589.00	9.32
5590.00	9.32
5591.00	9.33
5592.00	9.33
5593.00	9.34
5594.00	9.35
5595.00	9.35
5596.00	9.35
5597.00	9.36
5598.00	9.36
5599.00	9.36
5600.00	9.37
5601.00	9.37
5602.00	9.37
5603.00	9.37
5604.00	9.38
5605.00	9.38
5606.00	9.39
5607.00	9.39
5608.00	9.39
5609.00	9.40
5610.00	9.40
5611.00	9.40
5612.00	9.40
5613.00	9.40
5614.00	9.40
5615.00	9.40
5616.00	9.40
5617.00	9.40
5618.00	9.40
5619.00	9.40
5620.00	9.40
5621.00	9.39
5622.00	9.39
5623.00	9.38
5624.00	9.38
5625.00	9.37
5626.00	9.37
5627.00	9.37
5628.00	9.36
5629.00	9.36
5630.00	9.36
