 TIME                    	Front1                   	Back1                    	Left1                    	Front2                   	Back2                    	Right2                   	Back3                    	Bottom1                  	Bottom2                  	Bottom3                  
1522.00	-3.75	-3.77	-4.13	-3.75	-3.77	-4.13	-2.70	6.29	6.28	8.87
1523.00	-3.74	-3.77	-4.12	-3.74	-3.77	-4.13	-2.70	6.29	6.28	8.87
1524.00	-3.74	-3.77	-4.12	-3.74	-3.77	-4.12	-2.70	6.29	6.28	8.87
1525.00	-3.74	-3.77	-4.12	-3.74	-3.77	-4.12	-2.69	6.29	6.29	8.87
1526.00	-3.74	-3.76	-4.12	-3.74	-3.76	-4.12	-2.69	6.29	6.29	8.87
1527.00	-3.73	-3.76	-4.11	-3.73	-3.76	-4.12	-2.69	6.29	6.29	8.87
1528.00	-3.73	-3.76	-4.11	-3.73	-3.76	-4.11	-2.69	6.29	6.29	8.87
1529.00	-3.73	-3.76	-4.11	-3.73	-3.76	-4.11	-2.68	6.29	6.29	8.87
1530.00	-3.73	-3.75	-4.11	-3.73	-3.75	-4.11	-2.68	6.29	6.29	8.87
1531.00	-3.72	-3.75	-4.11	-3.72	-3.75	-4.11	-2.68	6.29	6.29	8.87
1532.00	-3.72	-3.75	-4.10	-3.72	-3.75	-4.10	-2.68	6.29	6.29	8.87
1533.00	-3.72	-3.75	-4.10	-3.72	-3.75	-4.10	-2.68	6.29	6.28	8.87
1534.00	-3.72	-3.75	-4.10	-3.72	-3.75	-4.10	-2.67	6.29	6.28	8.87
1535.00	-3.72	-3.74	-4.10	-3.72	-3.74	-4.10	-2.67	6.29	6.28	8.87
1536.00	-3.71	-3.74	-4.10	-3.71	-3.74	-4.10	-2.67	6.28	6.28	8.87
1537.00	-3.71	-3.74	-4.09	-3.71	-3.74	-4.10	-2.67	6.28	6.28	8.87
1538.00	-3.71	-3.74	-4.09	-3.71	-3.74	-4.09	-2.66	6.28	6.28	8.87
1539.00	-3.71	-3.74	-4.09	-3.71	-3.74	-4.09	-2.66	6.28	6.28	8.87
1540.00	-3.71	-3.73	-4.09	-3.71	-3.74	-4.09	-2.66	6.28	6.28	8.86
1541.00	-3.71	-3.73	-4.09	-3.71	-3.73	-4.09	-2.66	6.28	6.28	8.86
1542.00	-3.70	-3.73	-4.09	-3.70	-3.73	-4.09	-2.66	6.28	6.28	8.86
1543.00	-3.70	-3.73	-4.08	-3.70	-3.73	-4.08	-2.66	6.28	6.28	8.86
1544.00	-3.70	-3.73	-4.08	-3.70	-3.73	-4.08	-2.65	6.28	6.28	8.86
1545.00	-3.70	-3.73	-4.08	-3.70	-3.73	-4.08	-2.65	6.28	6.28	8.86
1546.00	-3.70	-3.72	-4.08	-3.70	-3.72	-4.08	-2.65	6.28	6.28	8.86
1547.00	-3.69	-3.72	-4.08	-3.69	-3.72	-4.08	-2.65	6.28	6.27	8.86
1548.00	-3.69	-3.72	-4.07	-3.69	-3.72	-4.07	-2.65	6.28	6.27	8.86
1549.00	-3.69	-3.72	-4.07	-3.69	-3.72	-4.07	-2.65	6.28	6.28	8.86
1550.00	-3.69	-3.71	-4.07	-3.69	-3.71	-4.07	-2.64	6.28	6.28	8.86
1551.00	-3.68	-3.71	-4.07	-3.68	-3.71	-4.07	-2.64	6.28	6.28	8.85
1552.00	-3.68	-3.71	-4.06	-3.68	-3.71	-4.06	-2.64	6.28	6.28	8.85
1553.00	-3.68	-3.71	-4.06	-3.68	-3.71	-4.06	-2.64	6.28	6.28	8.85
1554.00	-3.68	-3.70	-4.06	-3.68	-3.70	-4.06	-2.64	6.28	6.28	8.85
1555.00	-3.67	-3.70	-4.06	-3.67	-3.70	-4.06	-2.64	6.28	6.28	8.85
1556.00	-3.67	-3.70	-4.05	-3.67	-3.70	-4.05	-2.63	6.28	6.28	8.85
1557.00	-3.67	-3.70	-4.05	-3.67	-3.70	-4.05	-2.63	6.28	6.28	8.85
1558.00	-3.67	-3.69	-4.05	-3.67	-3.70	-4.05	-2.63	6.28	6.28	8.85
1559.00	-3.67	-3.69	-4.05	-3.67	-3.69	-4.05	-2.63	6.28	6.28	8.85
1560.00	-3.66	-3.69	-4.05	-3.66	-3.69	-4.05	-2.63	6.28	6.27	8.85
1561.00	-3.66	-3.69	-4.04	-3.66	-3.69	-4.04	-2.62	6.28	6.27	8.85
1562.00	-3.66	-3.69	-4.04	-3.66	-3.69	-4.04	-2.62	6.28	6.27	8.85
1563.00	-3.66	-3.69	-4.04	-3.66	-3.69	-4.04	-2.62	6.27	6.27	8.85
1564.00	-3.66	-3.68	-4.04	-3.66	-3.68	-4.04	-2.62	6.27	6.27	8.85
1565.00	-3.65	-3.68	-4.04	-3.65	-3.68	-4.04	-2.62	6.27	6.27	8.85
1566.00	-3.65	-3.68	-4.04	-3.65	-3.68	-4.04	-2.61	6.27	6.27	8.85
1567.00	-3.65	-3.68	-4.03	-3.65	-3.68	-4.03	-2.61	6.27	6.27	8.84
1568.00	-3.65	-3.68	-4.03	-3.65	-3.68	-4.03	-2.61	6.27	6.27	8.84
1569.00	-3.65	-3.67	-4.03	-3.65	-3.67	-4.03	-2.61	6.27	6.27	8.84
1570.00	-3.64	-3.67	-4.03	-3.65	-3.67	-4.03	-2.61	6.27	6.27	8.84
1571.00	-3.64	-3.67	-4.03	-3.64	-3.67	-4.03	-2.61	6.27	6.27	8.84
1572.00	-3.64	-3.67	-4.02	-3.64	-3.67	-4.02	-2.60	6.27	6.27	8.84
1573.00	-3.64	-3.66	-4.02	-3.64	-3.66	-4.02	-2.60	6.27	6.27	8.84
1574.00	-3.63	-3.66	-4.02	-3.63	-3.66	-4.02	-2.60	6.27	6.27	8.84
1575.00	-3.63	-3.66	-4.01	-3.63	-3.66	-4.01	-2.60	6.27	6.27	8.84
1576.00	-3.63	-3.66	-4.01	-3.63	-3.66	-4.01	-2.60	6.27	6.27	8.84
1577.00	-3.62	-3.65	-4.01	-3.62	-3.65	-4.01	-2.59	6.27	6.27	8.84
1578.00	-3.62	-3.65	-4.00	-3.62	-3.65	-4.01	-2.59	6.27	6.27	8.84
1579.00	-3.62	-3.65	-4.00	-3.62	-3.65	-4.00	-2.59	6.27	6.27	8.84
1580.00	-3.62	-3.64	-4.00	-3.62	-3.65	-4.00	-2.59	6.27	6.27	8.84
1581.00	-3.61	-3.64	-4.00	-3.62	-3.64	-4.00	-2.58	6.27	6.27	8.84
1582.00	-3.61	-3.64	-4.00	-3.61	-3.64	-4.00	-2.58	6.27	6.27	8.84
1583.00	-3.61	-3.64	-3.99	-3.61	-3.64	-3.99	-2.58	6.27	6.27	8.84
1584.00	-3.61	-3.64	-3.99	-3.61	-3.64	-3.99	-2.58	6.27	6.27	8.84
1585.00	-3.61	-3.63	-3.99	-3.61	-3.63	-3.99	-2.58	6.27	6.27	8.84
1586.00	-3.60	-3.63	-3.99	-3.61	-3.63	-3.99	-2.57	6.27	6.27	8.84
1587.00	-3.60	-3.63	-3.99	-3.60	-3.63	-3.99	-2.57	6.27	6.27	8.84
1588.00	-3.60	-3.63	-3.98	-3.60	-3.63	-3.98	-2.57	6.27	6.27	8.83
1589.00	-3.60	-3.63	-3.98	-3.60	-3.63	-3.98	-2.57	6.27	6.27	8.83
1590.00	-3.60	-3.62	-3.98	-3.60	-3.63	-3.98	-2.56	6.27	6.27	8.83
1591.00	-3.59	-3.62	-3.98	-3.60	-3.62	-3.98	-2.56	6.27	6.26	8.83
1592.00	-3.59	-3.62	-3.98	-3.59	-3.62	-3.98	-2.56	6.27	6.26	8.83
1593.00	-3.59	-3.62	-3.97	-3.59	-3.62	-3.98	-2.56	6.27	6.26	8.83
1594.00	-3.59	-3.62	-3.97	-3.59	-3.62	-3.97	-2.56	6.27	6.26	8.83
1595.00	-3.59	-3.61	-3.97	-3.59	-3.61	-3.97	-2.55	6.27	6.26	8.83
1596.00	-3.58	-3.61	-3.97	-3.58	-3.61	-3.97	-2.55	6.27	6.26	8.83
1597.00	-3.58	-3.61	-3.96	-3.58	-3.61	-3.96	-2.55	6.27	6.27	8.83
1598.00	-3.58	-3.61	-3.96	-3.58	-3.60	-3.96	-2.55	6.27	6.27	8.83
1599.00	-3.57	-3.60	-3.96	-3.57	-3.60	-3.96	-2.54	6.27	6.27	8.83
1600.00	-3.57	-3.60	-3.95	-3.57	-3.60	-3.95	-2.54	6.27	6.27	8.83
1601.00	-3.57	-3.60	-3.95	-3.57	-3.60	-3.95	-2.54	6.27	6.27	8.83
1602.00	-3.56	-3.59	-3.95	-3.56	-3.59	-3.95	-2.54	6.27	6.27	8.83
1603.00	-3.56	-3.59	-3.95	-3.56	-3.59	-3.95	-2.53	6.27	6.27	8.83
1604.00	-3.56	-3.59	-3.94	-3.56	-3.59	-3.94	-2.53	6.27	6.27	8.83
1605.00	-3.56	-3.58	-3.94	-3.56	-3.59	-3.94	-2.53	6.27	6.27	8.83
1606.00	-3.55	-3.58	-3.94	-3.56	-3.58	-3.94	-2.53	6.27	6.27	8.83
1607.00	-3.55	-3.58	-3.94	-3.55	-3.58	-3.94	-2.52	6.27	6.27	8.83
1608.00	-3.55	-3.58	-3.93	-3.55	-3.58	-3.94	-2.52	6.27	6.27	8.83
1609.00	-3.55	-3.58	-3.93	-3.55	-3.58	-3.93	-2.52	6.27	6.27	8.83
1610.00	-3.55	-3.57	-3.93	-3.55	-3.58	-3.93	-2.51	6.27	6.27	8.83
1611.00	-3.54	-3.57	-3.93	-3.55	-3.57	-3.93	-2.51	6.27	6.27	8.83
1612.00	-3.54	-3.57	-3.93	-3.54	-3.57	-3.93	-2.51	6.27	6.26	8.83
1613.00	-3.54	-3.57	-3.92	-3.54	-3.57	-3.93	-2.51	6.27	6.26	8.83
1614.00	-3.54	-3.57	-3.92	-3.54	-3.57	-3.92	-2.50	6.27	6.26	8.83
1615.00	-3.54	-3.56	-3.92	-3.54	-3.57	-3.92	-2.50	6.26	6.26	8.83
1616.00	-3.53	-3.56	-3.92	-3.54	-3.56	-3.92	-2.50	6.26	6.26	8.83
1617.00	-3.53	-3.56	-3.92	-3.53	-3.56	-3.92	-2.50	6.26	6.26	8.83
1618.00	-3.53	-3.56	-3.91	-3.53	-3.56	-3.91	-2.49	6.26	6.26	8.83
1619.00	-3.53	-3.56	-3.91	-3.53	-3.56	-3.91	-2.49	6.26	6.26	8.83
1620.00	-3.53	-3.55	-3.91	-3.53	-3.55	-3.91	-2.49	6.26	6.26	8.83
1621.00	-3.52	-3.55	-3.91	-3.52	-3.55	-3.91	-2.49	6.26	6.26	8.83
1622.00	-3.52	-3.55	-3.90	-3.52	-3.55	-3.90	-2.48	6.26	6.26	8.83
1623.00	-3.52	-3.54	-3.90	-3.52	-3.54	-3.90	-2.48	6.26	6.26	8.83
1624.00	-3.51	-3.54	-3.90	-3.51	-3.54	-3.90	-2.48	6.27	6.26	8.83
1625.00	-3.51	-3.54	-3.89	-3.51	-3.54	-3.89	-2.48	6.27	6.27	8.83
1626.00	-3.51	-3.53	-3.89	-3.51	-3.53	-3.89	-2.47	6.27	6.27	8.84
1627.00	-3.50	-3.53	-3.89	-3.50	-3.53	-3.89	-2.47	6.27	6.27	8.84
1628.00	-3.50	-3.53	-3.88	-3.50	-3.53	-3.89	-2.47	6.27	6.27	8.84
1629.00	-3.50	-3.53	-3.88	-3.50	-3.53	-3.88	-2.46	6.27	6.27	8.84
1630.00	-3.50	-3.52	-3.88	-3.50	-3.52	-3.88	-2.46	6.27	6.27	8.84
1631.00	-3.49	-3.52	-3.88	-3.49	-3.52	-3.88	-2.46	6.27	6.26	8.84
1632.00	-3.49	-3.52	-3.88	-3.49	-3.52	-3.88	-2.45	6.27	6.26	8.84
1633.00	-3.49	-3.52	-3.87	-3.49	-3.52	-3.87	-2.45	6.27	6.26	8.84
1634.00	-3.49	-3.51	-3.87	-3.49	-3.52	-3.87	-2.45	6.27	6.26	8.84
1635.00	-3.48	-3.51	-3.87	-3.49	-3.51	-3.87	-2.44	6.27	6.26	8.84
1636.00	-3.48	-3.51	-3.87	-3.48	-3.51	-3.87	-2.44	6.27	6.26	8.84
1637.00	-3.48	-3.51	-3.86	-3.48	-3.51	-3.87	-2.44	6.26	6.26	8.84
1638.00	-3.48	-3.51	-3.86	-3.48	-3.51	-3.86	-2.44	6.26	6.26	8.84
1639.00	-3.48	-3.50	-3.86	-3.48	-3.50	-3.86	-2.43	6.26	6.26	8.84
1640.00	-3.47	-3.50	-3.86	-3.47	-3.50	-3.86	-2.43	6.26	6.26	8.85
1641.00	-3.47	-3.50	-3.86	-3.47	-3.50	-3.86	-2.43	6.26	6.26	8.85
1642.00	-3.47	-3.50	-3.85	-3.47	-3.50	-3.85	-2.42	6.26	6.26	8.85
1643.00	-3.47	-3.49	-3.85	-3.47	-3.50	-3.85	-2.42	6.26	6.26	8.85
1644.00	-3.46	-3.49	-3.85	-3.46	-3.49	-3.85	-2.42	6.26	6.26	8.85
1645.00	-3.46	-3.49	-3.85	-3.46	-3.49	-3.85	-2.41	6.26	6.26	8.85
1646.00	-3.46	-3.49	-3.84	-3.46	-3.49	-3.84	-2.41	6.26	6.26	8.85
1647.00	-3.45	-3.48	-3.84	-3.45	-3.48	-3.84	-2.41	6.26	6.26	8.85
1648.00	-3.45	-3.48	-3.84	-3.45	-3.48	-3.84	-2.40	6.26	6.26	8.85
1649.00	-3.45	-3.48	-3.83	-3.45	-3.48	-3.83	-2.40	6.26	6.26	8.85
1650.00	-3.45	-3.47	-3.83	-3.45	-3.47	-3.83	-2.40	6.26	6.26	8.86
1651.00	-3.44	-3.47	-3.83	-3.44	-3.47	-3.83	-2.39	6.26	6.26	8.86
1652.00	-3.44	-3.47	-3.83	-3.44	-3.47	-3.83	-2.39	6.26	6.26	8.86
1653.00	-3.44	-3.47	-3.82	-3.44	-3.47	-3.82	-2.39	6.26	6.26	8.86
1654.00	-3.44	-3.46	-3.82	-3.44	-3.46	-3.82	-2.38	6.26	6.26	8.86
1655.00	-3.43	-3.46	-3.82	-3.43	-3.46	-3.82	-2.38	6.26	6.26	8.86
1656.00	-3.43	-3.46	-3.82	-3.43	-3.46	-3.82	-2.38	6.26	6.26	8.86
1657.00	-3.43	-3.46	-3.81	-3.43	-3.46	-3.81	-2.37	6.26	6.26	8.86
1658.00	-3.43	-3.46	-3.81	-3.43	-3.46	-3.81	-2.37	6.26	6.26	8.86
1659.00	-3.42	-3.45	-3.81	-3.43	-3.45	-3.81	-2.37	6.26	6.26	8.86
1660.00	-3.42	-3.45	-3.81	-3.42	-3.45	-3.81	-2.36	6.26	6.26	8.86
1661.00	-3.42	-3.45	-3.81	-3.42	-3.45	-3.81	-2.36	6.26	6.26	8.87
1662.00	-3.42	-3.45	-3.80	-3.42	-3.45	-3.80	-2.36	6.26	6.26	8.87
1663.00	-3.42	-3.44	-3.80	-3.42	-3.44	-3.80	-2.36	6.26	6.26	8.87
1664.00	-3.41	-3.44	-3.80	-3.41	-3.44	-3.80	-2.35	6.26	6.26	8.87
1665.00	-3.41	-3.44	-3.80	-3.41	-3.44	-3.80	-2.35	6.26	6.26	8.87
1666.00	-3.41	-3.44	-3.79	-3.41	-3.44	-3.79	-2.35	6.26	6.26	8.87
1667.00	-3.41	-3.44	-3.79	-3.41	-3.44	-3.79	-2.34	6.26	6.26	8.87
1668.00	-3.40	-3.43	-3.79	-3.40	-3.43	-3.79	-2.34	6.26	6.26	8.87
1669.00	-3.40	-3.43	-3.79	-3.40	-3.43	-3.79	-2.34	6.26	6.26	8.87
1670.00	-3.40	-3.43	-3.78	-3.40	-3.43	-3.78	-2.34	6.26	6.26	8.87
1671.00	-3.40	-3.42	-3.78	-3.40	-3.42	-3.78	-2.33	6.26	6.26	8.87
1672.00	-3.39	-3.42	-3.78	-3.39	-3.42	-3.78	-2.33	6.26	6.26	8.87
1673.00	-3.39	-3.42	-3.78	-3.39	-3.42	-3.78	-2.33	6.26	6.26	8.87
1674.00	-3.39	-3.42	-3.77	-3.39	-3.42	-3.77	-2.33	6.26	6.26	8.87
1675.00	-3.39	-3.41	-3.77	-3.39	-3.41	-3.77	-2.32	6.26	6.26	8.87
1676.00	-3.38	-3.41	-3.77	-3.38	-3.41	-3.77	-2.32	6.26	6.25	8.87
1677.00	-3.38	-3.41	-3.77	-3.38	-3.41	-3.77	-2.32	6.26	6.25	8.87
1678.00	-3.38	-3.41	-3.76	-3.38	-3.41	-3.76	-2.31	6.25	6.25	8.87
1679.00	-3.38	-3.40	-3.76	-3.38	-3.40	-3.76	-2.31	6.25	6.25	8.87
1680.00	-3.37	-3.40	-3.76	-3.37	-3.40	-3.76	-2.31	6.25	6.25	8.87
1681.00	-3.37	-3.40	-3.76	-3.37	-3.40	-3.76	-2.31	6.25	6.25	8.87
1682.00	-3.37	-3.40	-3.76	-3.37	-3.40	-3.76	-2.30	6.25	6.25	8.87
1683.00	-3.37	-3.40	-3.75	-3.37	-3.40	-3.75	-2.30	6.25	6.25	8.87
1684.00	-3.37	-3.39	-3.75	-3.37	-3.39	-3.75	-2.30	6.25	6.25	8.87
1685.00	-3.36	-3.39	-3.75	-3.36	-3.39	-3.75	-2.30	6.25	6.25	8.87
1686.00	-3.36	-3.39	-3.75	-3.36	-3.39	-3.75	-2.29	6.25	6.25	8.87
1687.00	-3.36	-3.39	-3.74	-3.36	-3.39	-3.74	-2.29	6.25	6.25	8.87
1688.00	-3.36	-3.38	-3.74	-3.36	-3.38	-3.74	-2.29	6.25	6.25	8.87
1689.00	-3.35	-3.38	-3.74	-3.35	-3.38	-3.74	-2.29	6.25	6.25	8.87
1690.00	-3.35	-3.38	-3.74	-3.35	-3.38	-3.74	-2.28	6.25	6.25	8.87
1691.00	-3.35	-3.38	-3.73	-3.35	-3.38	-3.73	-2.28	6.25	6.25	8.87
1692.00	-3.35	-3.37	-3.73	-3.35	-3.37	-3.73	-2.28	6.25	6.25	8.87
1693.00	-3.34	-3.37	-3.73	-3.34	-3.37	-3.73	-2.28	6.25	6.25	8.87
1694.00	-3.34	-3.37	-3.73	-3.34	-3.37	-3.73	-2.27	6.25	6.25	8.87
1695.00	-3.34	-3.37	-3.72	-3.34	-3.37	-3.72	-2.27	6.25	6.25	8.87
1696.00	-3.33	-3.36	-3.72	-3.33	-3.36	-3.72	-2.27	6.25	6.25	8.87
1697.00	-3.33	-3.36	-3.72	-3.33	-3.36	-3.72	-2.26	6.25	6.25	8.87
1698.00	-3.33	-3.36	-3.71	-3.33	-3.36	-3.71	-2.26	6.25	6.25	8.87
1699.00	-3.33	-3.35	-3.71	-3.33	-3.35	-3.71	-2.26	6.25	6.25	8.87
1700.00	-3.32	-3.35	-3.71	-3.32	-3.35	-3.71	-2.26	6.25	6.25	8.87
1701.00	-3.32	-3.35	-3.71	-3.32	-3.35	-3.71	-2.25	6.25	6.25	8.87
1702.00	-3.32	-3.35	-3.70	-3.32	-3.35	-3.70	-2.25	6.25	6.25	8.87
1703.00	-3.32	-3.34	-3.70	-3.32	-3.34	-3.70	-2.25	6.25	6.25	8.87
1704.00	-3.31	-3.34	-3.70	-3.31	-3.34	-3.70	-2.25	6.25	6.25	8.87
1705.00	-3.31	-3.34	-3.70	-3.31	-3.34	-3.70	-2.24	6.25	6.25	8.87
1706.00	-3.31	-3.34	-3.69	-3.31	-3.34	-3.69	-2.24	6.25	6.25	8.87
1707.00	-3.31	-3.33	-3.69	-3.31	-3.33	-3.69	-2.24	6.25	6.25	8.87
1708.00	-3.30	-3.33	-3.69	-3.30	-3.33	-3.69	-2.24	6.25	6.25	8.87
1709.00	-3.30	-3.33	-3.69	-3.30	-3.33	-3.69	-2.23	6.25	6.24	8.87
1710.00	-3.30	-3.33	-3.68	-3.30	-3.33	-3.69	-2.23	6.25	6.24	8.87
1711.00	-3.30	-3.32	-3.68	-3.30	-3.33	-3.68	-2.23	6.25	6.24	8.87
1712.00	-3.29	-3.32	-3.68	-3.29	-3.32	-3.68	-2.23	6.24	6.24	8.87
1713.00	-3.29	-3.32	-3.68	-3.29	-3.32	-3.68	-2.22	6.24	6.24	8.87
1714.00	-3.29	-3.32	-3.68	-3.29	-3.32	-3.68	-2.22	6.24	6.24	8.87
1715.00	-3.29	-3.31	-3.67	-3.29	-3.31	-3.67	-2.22	6.24	6.24	8.87
1716.00	-3.28	-3.31	-3.67	-3.28	-3.31	-3.67	-2.21	6.24	6.24	8.87
1717.00	-3.28	-3.31	-3.67	-3.28	-3.31	-3.67	-2.21	6.24	6.24	8.87
1718.00	-3.28	-3.31	-3.66	-3.28	-3.30	-3.66	-2.21	6.24	6.25	8.87
1719.00	-3.27	-3.30	-3.66	-3.27	-3.30	-3.66	-2.21	6.25	6.25	8.87
1720.00	-3.27	-3.30	-3.66	-3.27	-3.30	-3.66	-2.20	6.25	6.25	8.87
1721.00	-3.27	-3.30	-3.65	-3.27	-3.30	-3.65	-2.20	6.25	6.25	8.87
1722.00	-3.26	-3.29	-3.65	-3.26	-3.29	-3.65	-2.20	6.25	6.25	8.87
1723.00	-3.26	-3.29	-3.65	-3.26	-3.29	-3.65	-2.20	6.25	6.25	8.87
1724.00	-3.26	-3.29	-3.65	-3.26	-3.29	-3.65	-2.19	6.25	6.25	8.87
1725.00	-3.26	-3.28	-3.64	-3.26	-3.28	-3.64	-2.19	6.25	6.25	8.87
1726.00	-3.25	-3.28	-3.64	-3.25	-3.28	-3.64	-2.19	6.25	6.25	8.87
1727.00	-3.25	-3.28	-3.64	-3.25	-3.28	-3.64	-2.19	6.25	6.24	8.87
1728.00	-3.25	-3.28	-3.64	-3.25	-3.28	-3.64	-2.18	6.25	6.24	8.87
1729.00	-3.25	-3.28	-3.63	-3.25	-3.28	-3.63	-2.18	6.24	6.24	8.87
1730.00	-3.24	-3.27	-3.63	-3.24	-3.27	-3.63	-2.18	6.24	6.24	8.87
1731.00	-3.24	-3.27	-3.63	-3.24	-3.27	-3.63	-2.18	6.24	6.24	8.87
1732.00	-3.24	-3.27	-3.63	-3.24	-3.27	-3.63	-2.17	6.24	6.24	8.87
1733.00	-3.24	-3.27	-3.62	-3.24	-3.27	-3.62	-2.17	6.24	6.24	8.87
1734.00	-3.24	-3.26	-3.62	-3.24	-3.26	-3.62	-2.17	6.24	6.24	8.86
1735.00	-3.23	-3.26	-3.62	-3.23	-3.26	-3.62	-2.17	6.24	6.24	8.86
1736.00	-3.23	-3.26	-3.62	-3.23	-3.26	-3.62	-2.16	6.24	6.24	8.86
1737.00	-3.23	-3.26	-3.61	-3.23	-3.26	-3.61	-2.16	6.24	6.24	8.86
1738.00	-3.23	-3.25	-3.61	-3.23	-3.25	-3.61	-2.16	6.24	6.24	8.86
1739.00	-3.22	-3.25	-3.61	-3.22	-3.25	-3.61	-2.16	6.24	6.24	8.86
1740.00	-3.22	-3.25	-3.61	-3.22	-3.25	-3.61	-2.15	6.24	6.24	8.86
1741.00	-3.22	-3.25	-3.60	-3.22	-3.25	-3.60	-2.15	6.24	6.24	8.86
1742.00	-3.21	-3.24	-3.60	-3.21	-3.24	-3.60	-2.15	6.24	6.24	8.86
1743.00	-3.21	-3.24	-3.60	-3.21	-3.24	-3.60	-2.15	6.24	6.24	8.86
1744.00	-3.21	-3.24	-3.59	-3.21	-3.24	-3.59	-2.14	6.24	6.24	8.86
1745.00	-3.21	-3.23	-3.59	-3.21	-3.23	-3.59	-2.14	6.24	6.24	8.86
1746.00	-3.20	-3.23	-3.59	-3.20	-3.23	-3.59	-2.14	6.24	6.24	8.86
1747.00	-3.20	-3.23	-3.59	-3.20	-3.23	-3.59	-2.13	6.24	6.24	8.86
1748.00	-3.20	-3.23	-3.58	-3.20	-3.23	-3.58	-2.13	6.24	6.24	8.86
1749.00	-3.20	-3.22	-3.58	-3.19	-3.22	-3.58	-2.13	6.24	6.24	8.86
1750.00	-3.19	-3.22	-3.58	-3.19	-3.22	-3.58	-2.13	6.24	6.24	8.86
1751.00	-3.19	-3.22	-3.58	-3.19	-3.22	-3.58	-2.12	6.24	6.24	8.86
1752.00	-3.19	-3.22	-3.57	-3.19	-3.22	-3.57	-2.12	6.24	6.24	8.86
1753.00	-3.18	-3.21	-3.57	-3.18	-3.21	-3.57	-2.12	6.24	6.24	8.86
1754.00	-3.18	-3.21	-3.57	-3.18	-3.21	-3.57	-2.11	6.24	6.24	8.86
1755.00	-3.18	-3.21	-3.57	-3.18	-3.21	-3.57	-2.11	6.24	6.24	8.86
1756.00	-3.18	-3.21	-3.56	-3.18	-3.21	-3.56	-2.11	6.24	6.24	8.86
1757.00	-3.17	-3.20	-3.56	-3.17	-3.20	-3.56	-2.11	6.24	6.23	8.86
1758.00	-3.17	-3.20	-3.56	-3.17	-3.20	-3.56	-2.10	6.23	6.23	8.86
1759.00	-3.17	-3.20	-3.56	-3.17	-3.20	-3.56	-2.10	6.23	6.23	8.86
1760.00	-3.17	-3.20	-3.55	-3.17	-3.20	-3.55	-2.10	6.23	6.23	8.86
1761.00	-3.16	-3.19	-3.55	-3.16	-3.19	-3.55	-2.10	6.23	6.23	8.86
1762.00	-3.16	-3.19	-3.55	-3.16	-3.19	-3.55	-2.09	6.23	6.23	8.86
1763.00	-3.16	-3.19	-3.55	-3.16	-3.19	-3.54	-2.09	6.23	6.23	8.86
1764.00	-3.16	-3.18	-3.54	-3.16	-3.18	-3.54	-2.09	6.23	6.23	8.86
1765.00	-3.15	-3.18	-3.54	-3.15	-3.18	-3.54	-2.08	6.23	6.23	8.86
1766.00	-3.15	-3.18	-3.54	-3.15	-3.18	-3.54	-2.08	6.23	6.23	8.86
1767.00	-3.15	-3.17	-3.53	-3.15	-3.17	-3.53	-2.08	6.23	6.23	8.86
1768.00	-3.14	-3.17	-3.53	-3.14	-3.17	-3.53	-2.08	6.24	6.24	8.86
1769.00	-3.14	-3.17	-3.53	-3.14	-3.17	-3.53	-2.07	6.24	6.24	8.86
1770.00	-3.14	-3.16	-3.52	-3.14	-3.16	-3.52	-2.07	6.24	6.24	8.86
1771.00	-3.13	-3.16	-3.52	-3.13	-3.16	-3.52	-2.07	6.24	6.24	8.86
1772.00	-3.13	-3.16	-3.52	-3.13	-3.16	-3.52	-2.07	6.24	6.24	8.86
1773.00	-3.13	-3.16	-3.51	-3.13	-3.16	-3.51	-2.06	6.24	6.24	8.86
1774.00	-3.13	-3.15	-3.51	-3.13	-3.15	-3.51	-2.06	6.24	6.23	8.86
1775.00	-3.12	-3.15	-3.51	-3.12	-3.15	-3.51	-2.06	6.24	6.23	8.86
1776.00	-3.12	-3.15	-3.51	-3.12	-3.15	-3.51	-2.05	6.23	6.23	8.86
1777.00	-3.12	-3.15	-3.50	-3.12	-3.15	-3.50	-2.05	6.23	6.23	8.86
1778.00	-3.12	-3.14	-3.50	-3.12	-3.14	-3.50	-2.05	6.23	6.23	8.86
1779.00	-3.11	-3.14	-3.50	-3.11	-3.14	-3.50	-2.05	6.23	6.23	8.86
1780.00	-3.11	-3.14	-3.50	-3.11	-3.14	-3.50	-2.04	6.23	6.23	8.86
1781.00	-3.11	-3.14	-3.49	-3.11	-3.14	-3.49	-2.04	6.23	6.23	8.86
1782.00	-3.11	-3.13	-3.49	-3.11	-3.13	-3.49	-2.04	6.23	6.23	8.86
1783.00	-3.10	-3.13	-3.49	-3.10	-3.13	-3.49	-2.04	6.23	6.23	8.86
1784.00	-3.10	-3.13	-3.49	-3.10	-3.13	-3.49	-2.03	6.23	6.23	8.86
1785.00	-3.10	-3.13	-3.48	-3.10	-3.13	-3.48	-2.03	6.23	6.23	8.86
1786.00	-3.10	-3.12	-3.48	-3.10	-3.12	-3.48	-2.03	6.23	6.23	8.86
1787.00	-3.09	-3.12	-3.48	-3.09	-3.12	-3.48	-2.03	6.23	6.23	8.85
1788.00	-3.09	-3.12	-3.48	-3.09	-3.12	-3.48	-2.03	6.23	6.23	8.85
