 TIME                    	Front1                   	Back1                    	Left1                    	Front2                   	Back2                    	Right2                   	Back3                    	Bottom1                  	Bottom2                  	Bottom3                  
5149.00	8.28	8.27	8.04	8.26	8.25	8.03	9.67	8.31	8.29	11.49
5150.00	8.28	8.27	8.04	8.26	8.25	8.03	9.67	8.32	8.29	11.49
5151.00	8.28	8.27	8.04	8.26	8.26	8.03	9.67	8.32	8.29	11.49
5152.00	8.28	8.27	8.04	8.27	8.26	8.03	9.67	8.32	8.30	11.49
5153.00	8.28	8.27	8.04	8.27	8.26	8.03	9.68	8.32	8.30	11.49
5154.00	8.28	8.27	8.04	8.27	8.26	8.03	9.68	8.32	8.30	11.49
5155.00	8.28	8.27	8.05	8.27	8.26	8.03	9.68	8.33	8.30	11.49
5156.00	8.28	8.28	8.05	8.27	8.26	8.03	9.68	8.33	8.30	11.50
5157.00	8.28	8.28	8.05	8.27	8.26	8.03	9.68	8.33	8.30	11.50
5158.00	8.29	8.28	8.05	8.27	8.26	8.03	9.68	8.33	8.31	11.50
5159.00	8.29	8.28	8.05	8.27	8.26	8.04	9.68	8.33	8.31	11.50
5160.00	8.29	8.28	8.05	8.27	8.26	8.04	9.68	8.34	8.31	11.50
5161.00	8.29	8.28	8.05	8.27	8.26	8.04	9.68	8.34	8.31	11.50
5162.00	8.29	8.28	8.05	8.27	8.26	8.04	9.68	8.34	8.31	11.51
5163.00	8.29	8.28	8.05	8.27	8.27	8.04	9.68	8.34	8.31	11.51
5164.00	8.29	8.28	8.05	8.27	8.27	8.04	9.68	8.34	8.31	11.51
5165.00	8.29	8.28	8.05	8.27	8.27	8.04	9.68	8.34	8.31	11.51
5166.00	8.29	8.28	8.05	8.27	8.27	8.04	9.69	8.34	8.31	11.51
5167.00	8.29	8.28	8.05	8.27	8.27	8.04	9.69	8.34	8.32	11.51
5168.00	8.29	8.28	8.05	8.27	8.27	8.04	9.69	8.34	8.32	11.52
5169.00	8.29	8.28	8.06	8.27	8.27	8.04	9.69	8.35	8.32	11.52
5170.00	8.29	8.28	8.06	8.28	8.27	8.04	9.69	8.35	8.32	11.52
5171.00	8.29	8.28	8.06	8.28	8.27	8.04	9.69	8.35	8.32	11.52
5172.00	8.29	8.28	8.06	8.28	8.27	8.04	9.69	8.35	8.32	11.52
5173.00	8.29	8.29	8.06	8.28	8.27	8.04	9.69	8.35	8.32	11.52
5174.00	8.30	8.29	8.06	8.28	8.27	8.05	9.69	8.35	8.33	11.53
5175.00	8.30	8.29	8.06	8.28	8.27	8.05	9.69	8.36	8.33	11.53
5176.00	8.30	8.29	8.06	8.28	8.28	8.05	9.69	8.36	8.33	11.53
5177.00	8.30	8.29	8.07	8.29	8.28	8.05	9.70	8.36	8.34	11.53
5178.00	8.30	8.29	8.07	8.29	8.28	8.05	9.70	8.37	8.34	11.53
5179.00	8.30	8.30	8.07	8.29	8.28	8.05	9.70	8.37	8.34	11.54
5180.00	8.31	8.30	8.07	8.29	8.28	8.05	9.70	8.37	8.34	11.54
5181.00	8.31	8.30	8.07	8.29	8.28	8.06	9.70	8.38	8.34	11.54
5182.00	8.31	8.30	8.07	8.29	8.28	8.06	9.70	8.38	8.35	11.54
5183.00	8.31	8.30	8.08	8.29	8.28	8.06	9.70	8.38	8.35	11.55
5184.00	8.31	8.30	8.08	8.29	8.29	8.06	9.70	8.38	8.35	11.55
5185.00	8.31	8.31	8.08	8.29	8.29	8.06	9.71	8.38	8.35	11.55
5186.00	8.31	8.31	8.08	8.30	8.29	8.06	9.71	8.39	8.35	11.55
5187.00	8.31	8.31	8.08	8.30	8.29	8.06	9.71	8.39	8.36	11.56
5188.00	8.32	8.31	8.08	8.30	8.29	8.06	9.71	8.39	8.36	11.56
5189.00	8.32	8.31	8.08	8.30	8.29	8.06	9.71	8.39	8.36	11.56
5190.00	8.32	8.31	8.08	8.30	8.29	8.06	9.71	8.39	8.36	11.56
5191.00	8.32	8.31	8.08	8.30	8.29	8.06	9.71	8.39	8.36	11.56
5192.00	8.32	8.31	8.08	8.30	8.29	8.06	9.71	8.40	8.36	11.57
5193.00	8.32	8.31	8.08	8.30	8.29	8.06	9.71	8.40	8.36	11.57
5194.00	8.32	8.31	8.08	8.30	8.29	8.07	9.72	8.40	8.37	11.57
5195.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.40	8.37	11.57
5196.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.40	8.37	11.58
5197.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.40	8.37	11.58
5198.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.41	8.37	11.58
5199.00	8.32	8.32	8.09	8.30	8.30	8.07	9.72	8.41	8.37	11.58
5200.00	8.32	8.32	8.09	8.31	8.30	8.07	9.72	8.41	8.38	11.58
5201.00	8.33	8.32	8.09	8.31	8.30	8.07	9.72	8.41	8.38	11.59
5202.00	8.33	8.32	8.09	8.31	8.30	8.07	9.72	8.41	8.38	11.59
5203.00	8.33	8.32	8.09	8.31	8.30	8.07	9.72	8.42	8.38	11.59
5204.00	8.33	8.32	8.09	8.31	8.30	8.07	9.73	8.42	8.38	11.59
5205.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.42	8.39	11.59
5206.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.42	8.39	11.60
5207.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.42	8.39	11.60
5208.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.39	11.60
5209.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.39	11.60
5210.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.39	11.60
5211.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.39	11.60
5212.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.39	11.61
5213.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.39	11.61
5214.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.40	11.61
5215.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.40	11.61
5216.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.40	11.61
5217.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.40	11.61
5218.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.43	8.40	11.61
5219.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5220.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5221.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5222.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5223.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5224.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5225.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5226.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5227.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.40	11.62
5228.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.41	11.62
5229.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.41	11.62
5230.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.41	11.62
5231.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.41	11.62
5232.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.41	11.62
5233.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.41	11.63
5234.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.45	8.41	11.63
5235.00	8.33	8.32	8.10	8.31	8.30	8.08	9.73	8.44	8.41	11.63
5236.00	8.33	8.32	8.10	8.31	8.30	8.07	9.73	8.44	8.41	11.63
5237.00	8.33	8.32	8.09	8.31	8.30	8.07	9.73	8.44	8.41	11.63
5238.00	8.33	8.32	8.09	8.30	8.30	8.07	9.73	8.44	8.41	11.63
5239.00	8.32	8.32	8.09	8.30	8.30	8.07	9.73	8.44	8.41	11.63
5240.00	8.32	8.32	8.09	8.30	8.30	8.07	9.73	8.44	8.41	11.63
5241.00	8.32	8.32	8.09	8.30	8.29	8.07	9.73	8.44	8.40	11.63
5242.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.44	8.40	11.63
5243.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.44	8.40	11.63
5244.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.44	8.40	11.63
5245.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.44	8.40	11.63
5246.00	8.32	8.31	8.09	8.30	8.29	8.07	9.72	8.44	8.40	11.62
5247.00	8.32	8.31	8.09	8.30	8.29	8.06	9.72	8.44	8.40	11.62
5248.00	8.32	8.31	8.08	8.30	8.29	8.06	9.72	8.44	8.40	11.62
5249.00	8.32	8.31	8.08	8.30	8.29	8.06	9.72	8.44	8.40	11.62
5250.00	8.32	8.31	8.08	8.29	8.29	8.06	9.72	8.44	8.40	11.62
5251.00	8.31	8.31	8.08	8.29	8.29	8.06	9.72	8.44	8.40	11.62
5252.00	8.31	8.31	8.08	8.29	8.29	8.06	9.71	8.44	8.40	11.62
5253.00	8.31	8.31	8.08	8.29	8.29	8.06	9.71	8.44	8.40	11.62
5254.00	8.31	8.31	8.08	8.29	8.28	8.06	9.71	8.44	8.40	11.62
5255.00	8.31	8.30	8.08	8.29	8.28	8.06	9.71	8.44	8.40	11.62
5256.00	8.31	8.30	8.08	8.29	8.28	8.06	9.71	8.44	8.40	11.62
5257.00	8.31	8.30	8.08	8.29	8.28	8.06	9.71	8.44	8.40	11.62
5258.00	8.31	8.30	8.08	8.29	8.28	8.06	9.71	8.44	8.40	11.62
5259.00	8.31	8.30	8.07	8.29	8.28	8.05	9.71	8.44	8.40	11.62
5260.00	8.30	8.30	8.07	8.28	8.28	8.05	9.71	8.44	8.40	11.62
5261.00	8.30	8.30	8.07	8.28	8.28	8.05	9.70	8.43	8.40	11.62
5262.00	8.30	8.29	8.07	8.28	8.27	8.05	9.70	8.43	8.40	11.62
5263.00	8.30	8.29	8.07	8.28	8.27	8.05	9.70	8.43	8.39	11.62
5264.00	8.30	8.29	8.07	8.28	8.27	8.05	9.70	8.43	8.39	11.62
5265.00	8.30	8.29	8.07	8.28	8.27	8.05	9.70	8.43	8.39	11.61
5266.00	8.30	8.29	8.06	8.28	8.27	8.04	9.70	8.43	8.39	11.61
5267.00	8.29	8.29	8.06	8.27	8.27	8.04	9.70	8.43	8.39	11.61
5268.00	8.29	8.29	8.06	8.27	8.27	8.04	9.70	8.43	8.39	11.61
5269.00	8.29	8.29	8.06	8.27	8.27	8.04	9.69	8.43	8.39	11.61
5270.00	8.29	8.28	8.06	8.27	8.27	8.04	9.69	8.43	8.39	11.61
5271.00	8.29	8.28	8.06	8.27	8.26	8.04	9.69	8.43	8.39	11.61
5272.00	8.29	8.28	8.06	8.27	8.26	8.04	9.69	8.42	8.39	11.61
5273.00	8.29	8.28	8.06	8.27	8.26	8.04	9.69	8.42	8.39	11.61
5274.00	8.29	8.28	8.06	8.27	8.26	8.04	9.69	8.42	8.39	11.61
5275.00	8.29	8.28	8.06	8.27	8.26	8.04	9.69	8.42	8.39	11.61
5276.00	8.28	8.28	8.05	8.27	8.26	8.04	9.69	8.42	8.39	11.61
5277.00	8.28	8.28	8.05	8.27	8.26	8.04	9.68	8.42	8.39	11.61
5278.00	8.28	8.27	8.05	8.26	8.26	8.03	9.68	8.42	8.39	11.60
5279.00	8.28	8.27	8.05	8.26	8.26	8.03	9.68	8.42	8.39	11.60
5280.00	8.28	8.27	8.05	8.26	8.26	8.03	9.68	8.42	8.39	11.60
5281.00	8.28	8.27	8.05	8.26	8.25	8.03	9.68	8.42	8.38	11.60
5282.00	8.28	8.27	8.05	8.26	8.25	8.03	9.68	8.42	8.38	11.60
5283.00	8.28	8.27	8.04	8.26	8.25	8.03	9.68	8.42	8.38	11.60
5284.00	8.27	8.27	8.04	8.26	8.25	8.03	9.67	8.41	8.38	11.60
5285.00	8.27	8.27	8.04	8.26	8.25	8.03	9.67	8.41	8.38	11.60
5286.00	8.27	8.26	8.04	8.26	8.25	8.03	9.67	8.41	8.38	11.60
5287.00	8.27	8.26	8.04	8.26	8.25	8.03	9.67	8.41	8.38	11.60
5288.00	8.27	8.26	8.04	8.25	8.25	8.02	9.67	8.41	8.38	11.60
5289.00	8.27	8.26	8.04	8.25	8.25	8.02	9.67	8.41	8.38	11.59
5290.00	8.27	8.26	8.04	8.25	8.25	8.02	9.67	8.41	8.38	11.59
5291.00	8.27	8.26	8.04	8.25	8.25	8.02	9.66	8.41	8.38	11.59
5292.00	8.27	8.26	8.04	8.25	8.25	8.02	9.66	8.41	8.38	11.59
5293.00	8.26	8.26	8.03	8.25	8.25	8.02	9.66	8.41	8.38	11.59
5294.00	8.26	8.26	8.03	8.25	8.25	8.02	9.66	8.41	8.38	11.59
5295.00	8.26	8.26	8.03	8.25	8.25	8.02	9.66	8.41	8.39	11.59
5296.00	8.26	8.26	8.03	8.25	8.25	8.02	9.66	8.41	8.39	11.59
5297.00	8.26	8.26	8.03	8.25	8.25	8.02	9.66	8.41	8.39	11.59
5298.00	8.26	8.26	8.03	8.25	8.25	8.02	9.66	8.41	8.39	11.59
5299.00	8.26	8.26	8.03	8.25	8.25	8.02	9.65	8.41	8.39	11.59
5300.00	8.26	8.26	8.03	8.25	8.24	8.02	9.65	8.41	8.39	11.58
5301.00	8.26	8.26	8.03	8.25	8.24	8.02	9.65	8.41	8.39	11.58
5302.00	8.26	8.26	8.03	8.25	8.24	8.02	9.65	8.41	8.39	11.58
5303.00	8.26	8.25	8.03	8.25	8.24	8.02	9.65	8.41	8.39	11.58
5304.00	8.26	8.25	8.03	8.25	8.24	8.02	9.65	8.41	8.39	11.58
5305.00	8.26	8.25	8.03	8.25	8.24	8.02	9.65	8.41	8.39	11.58
5306.00	8.26	8.25	8.03	8.25	8.24	8.02	9.65	8.41	8.39	11.58
5307.00	8.26	8.25	8.03	8.25	8.24	8.02	9.65	8.41	8.39	11.58
5308.00	8.26	8.25	8.03	8.25	8.24	8.02	9.64	8.41	8.39	11.58
5309.00	8.26	8.25	8.03	8.24	8.24	8.02	9.64	8.41	8.39	11.58
5310.00	8.25	8.25	8.03	8.24	8.24	8.01	9.64	8.41	8.39	11.58
5311.00	8.25	8.25	8.02	8.24	8.24	8.01	9.64	8.41	8.39	11.58
5312.00	8.25	8.25	8.02	8.24	8.23	8.01	9.64	8.41	8.39	11.58
5313.00	8.25	8.24	8.02	8.24	8.23	8.01	9.64	8.41	8.39	11.58
5314.00	8.25	8.24	8.02	8.24	8.23	8.01	9.64	8.41	8.39	11.58
5315.00	8.25	8.24	8.02	8.24	8.23	8.01	9.64	8.41	8.39	11.58
5316.00	8.25	8.24	8.02	8.24	8.23	8.01	9.64	8.41	8.39	11.58
5317.00	8.25	8.24	8.02	8.24	8.23	8.01	9.64	8.41	8.39	11.58
5318.00	8.25	8.24	8.02	8.24	8.23	8.01	9.63	8.41	8.39	11.58
5319.00	8.25	8.24	8.02	8.24	8.23	8.01	9.63	8.41	8.39	11.58
5320.00	8.25	8.24	8.02	8.24	8.23	8.01	9.63	8.41	8.39	11.57
5321.00	8.25	8.24	8.02	8.24	8.23	8.01	9.63	8.41	8.39	11.57
5322.00	8.25	8.24	8.02	8.24	8.23	8.01	9.63	8.41	8.39	11.57
5323.00	8.24	8.24	8.02	8.24	8.23	8.01	9.63	8.41	8.39	11.57
5324.00	8.24	8.24	8.02	8.23	8.23	8.01	9.63	8.41	8.39	11.57
5325.00	8.24	8.24	8.02	8.23	8.23	8.01	9.63	8.41	8.39	11.57
5326.00	8.24	8.24	8.01	8.23	8.23	8.01	9.63	8.41	8.39	11.57
5327.00	8.24	8.24	8.01	8.23	8.23	8.01	9.62	8.41	8.39	11.57
5328.00	8.24	8.23	8.01	8.23	8.23	8.00	9.62	8.41	8.39	11.57
5329.00	8.24	8.23	8.01	8.23	8.22	8.00	9.62	8.41	8.39	11.57
5330.00	8.24	8.23	8.01	8.23	8.22	8.00	9.62	8.41	8.39	11.57
5331.00	8.24	8.23	8.01	8.23	8.22	8.00	9.62	8.41	8.39	11.57
5332.00	8.24	8.23	8.01	8.23	8.22	8.00	9.62	8.41	8.39	11.57
5333.00	8.24	8.23	8.01	8.23	8.22	8.00	9.62	8.41	8.39	11.57
5334.00	8.24	8.23	8.01	8.23	8.22	8.00	9.62	8.41	8.39	11.57
5335.00	8.23	8.23	8.01	8.23	8.22	8.00	9.62	8.41	8.39	11.57
5336.00	8.23	8.23	8.01	8.23	8.22	8.00	9.61	8.41	8.39	11.57
5337.00	8.23	8.23	8.01	8.22	8.22	8.00	9.61	8.41	8.39	11.57
5338.00	8.23	8.23	8.00	8.22	8.22	8.00	9.61	8.41	8.39	11.56
5339.00	8.23	8.23	8.00	8.22	8.22	8.00	9.61	8.41	8.39	11.56
5340.00	8.23	8.22	8.00	8.22	8.22	8.00	9.61	8.41	8.39	11.56
5341.00	8.23	8.22	8.00	8.22	8.22	8.00	9.61	8.41	8.39	11.56
5342.00	8.23	8.22	8.00	8.22	8.22	8.00	9.61	8.41	8.39	11.56
5343.00	8.23	8.22	8.00	8.22	8.22	8.00	9.61	8.41	8.39	11.56
5344.00	8.23	8.22	8.00	8.22	8.22	7.99	9.61	8.41	8.39	11.56
5345.00	8.23	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5346.00	8.23	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5347.00	8.23	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5348.00	8.23	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5349.00	8.23	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5350.00	8.23	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5351.00	8.22	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5352.00	8.22	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5353.00	8.22	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5354.00	8.22	8.22	8.00	8.22	8.21	7.99	9.60	8.41	8.39	11.56
5355.00	8.22	8.22	8.00	8.21	8.21	7.99	9.60	8.41	8.39	11.56
5356.00	8.22	8.21	7.99	8.21	8.21	7.99	9.59	8.41	8.39	11.56
5357.00	8.22	8.21	7.99	8.21	8.21	7.99	9.59	8.41	8.39	11.56
5358.00	8.22	8.21	7.99	8.21	8.21	7.99	9.59	8.41	8.39	11.56
5359.00	8.22	8.21	7.99	8.21	8.21	7.99	9.59	8.41	8.39	11.56
5360.00	8.22	8.21	7.99	8.21	8.20	7.99	9.59	8.41	8.39	11.56
5361.00	8.22	8.21	7.99	8.21	8.20	7.98	9.59	8.41	8.39	11.56
5362.00	8.22	8.21	7.99	8.21	8.20	7.98	9.59	8.41	8.39	11.56
5363.00	8.22	8.21	7.99	8.21	8.20	7.98	9.59	8.41	8.39	11.56
5364.00	8.22	8.21	7.99	8.21	8.20	7.98	9.59	8.41	8.39	11.56
5365.00	8.22	8.21	7.99	8.21	8.20	7.98	9.59	8.41	8.40	11.56
5366.00	8.22	8.21	7.99	8.21	8.20	7.98	9.58	8.41	8.40	11.56
5367.00	8.22	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5368.00	8.21	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5369.00	8.21	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5370.00	8.21	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5371.00	8.21	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5372.00	8.21	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5373.00	8.21	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5374.00	8.21	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5375.00	8.21	8.21	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5376.00	8.21	8.20	7.99	8.21	8.20	7.98	9.58	8.42	8.40	11.56
5377.00	8.21	8.20	7.98	8.20	8.20	7.98	9.58	8.42	8.40	11.56
5378.00	8.21	8.20	7.98	8.20	8.20	7.98	9.58	8.42	8.40	11.56
5379.00	8.21	8.20	7.98	8.20	8.20	7.98	9.58	8.42	8.40	11.56
5380.00	8.21	8.20	7.98	8.20	8.20	7.98	9.57	8.42	8.40	11.56
5381.00	8.21	8.20	7.98	8.20	8.20	7.98	9.57	8.42	8.40	11.56
5382.00	8.21	8.20	7.98	8.20	8.19	7.98	9.57	8.42	8.40	11.56
5383.00	8.20	8.20	7.98	8.20	8.19	7.98	9.57	8.42	8.40	11.56
5384.00	8.20	8.20	7.98	8.20	8.19	7.97	9.57	8.42	8.40	11.56
5385.00	8.20	8.20	7.98	8.20	8.19	7.97	9.57	8.42	8.40	11.56
5386.00	8.20	8.20	7.98	8.20	8.19	7.97	9.57	8.42	8.40	11.56
5387.00	8.20	8.20	7.98	8.20	8.19	7.97	9.57	8.42	8.40	11.56
5388.00	8.20	8.20	7.98	8.20	8.19	7.97	9.57	8.42	8.40	11.56
5389.00	8.20	8.19	7.98	8.20	8.19	7.97	9.57	8.42	8.40	11.56
5390.00	8.20	8.19	7.98	8.20	8.19	7.97	9.57	8.42	8.40	11.55
5391.00	8.20	8.19	7.97	8.19	8.19	7.97	9.56	8.42	8.41	11.55
5392.00	8.20	8.19	7.97	8.19	8.19	7.97	9.56	8.42	8.41	11.55
5393.00	8.20	8.19	7.97	8.19	8.19	7.97	9.56	8.42	8.41	11.55
5394.00	8.20	8.19	7.97	8.19	8.19	7.97	9.56	8.42	8.41	11.55
5395.00	8.20	8.19	7.97	8.19	8.19	7.97	9.56	8.42	8.41	11.55
5396.00	8.20	8.19	7.97	8.19	8.19	7.97	9.56	8.42	8.41	11.55
5397.00	8.19	8.19	7.97	8.19	8.18	7.97	9.56	8.42	8.41	11.55
5398.00	8.19	8.19	7.97	8.19	8.18	7.97	9.56	8.42	8.41	11.55
5399.00	8.19	8.19	7.97	8.19	8.18	7.97	9.56	8.42	8.41	11.55
5400.00	8.19	8.19	7.97	8.19	8.18	7.96	9.56	8.42	8.41	11.55
5401.00	8.19	8.19	7.97	8.19	8.18	7.96	9.55	8.42	8.41	11.55
5402.00	8.19	8.19	7.97	8.19	8.18	7.96	9.55	8.42	8.41	11.55
5403.00	8.19	8.18	7.97	8.19	8.18	7.96	9.55	8.42	8.41	11.55
5404.00	8.19	8.18	7.97	8.18	8.18	7.96	9.55	8.42	8.41	11.55
5405.00	8.19	8.18	7.96	8.18	8.18	7.96	9.55	8.42	8.41	11.55
5406.00	8.19	8.18	7.96	8.18	8.18	7.96	9.55	8.42	8.41	11.55
5407.00	8.19	8.18	7.96	8.18	8.18	7.96	9.55	8.42	8.41	11.55
5408.00	8.19	8.18	7.96	8.18	8.18	7.96	9.55	8.42	8.41	11.55
5409.00	8.18	8.18	7.96	8.18	8.17	7.96	9.54	8.42	8.41	11.55
5410.00	8.18	8.18	7.96	8.18	8.17	7.96	9.54	8.42	8.41	11.55
5411.00	8.18	8.18	7.96	8.18	8.17	7.96	9.54	8.42	8.41	11.55
5412.00	8.18	8.18	7.96	8.18	8.17	7.96	9.54	8.42	8.41	11.55
5413.00	8.18	8.18	7.96	8.18	8.17	7.95	9.54	8.42	8.41	11.55
5414.00	8.18	8.18	7.96	8.18	8.17	7.95	9.54	8.42	8.41	11.55
5415.00	8.18	8.18	7.96	8.18	8.17	7.95	9.54	8.43	8.41	11.55
5416.00	8.18	8.17	7.96	8.18	8.17	7.95	9.54	8.43	8.41	11.55
5417.00	8.18	8.17	7.96	8.18	8.17	7.95	9.54	8.43	8.41	11.54
5418.00	8.18	8.17	7.96	8.18	8.17	7.95	9.53	8.43	8.41	11.54
5419.00	8.18	8.17	7.96	8.18	8.17	7.95	9.53	8.43	8.41	11.54
5420.00	8.18	8.17	7.96	8.17	8.17	7.95	9.53	8.43	8.41	11.54
5421.00	8.18	8.17	7.96	8.17	8.17	7.95	9.53	8.43	8.41	11.54
5422.00	8.18	8.17	7.95	8.17	8.17	7.95	9.53	8.43	8.41	11.54
5423.00	8.18	8.17	7.95	8.17	8.17	7.95	9.53	8.43	8.41	11.54
5424.00	8.18	8.17	7.95	8.17	8.17	7.95	9.53	8.43	8.41	11.54
5425.00	8.17	8.17	7.95	8.17	8.16	7.95	9.53	8.43	8.41	11.54
5426.00	8.17	8.17	7.95	8.17	8.16	7.95	9.53	8.43	8.41	11.54
5427.00	8.17	8.17	7.95	8.17	8.16	7.95	9.52	8.43	8.41	11.54
5428.00	8.17	8.17	7.95	8.17	8.16	7.95	9.52	8.43	8.41	11.54
5429.00	8.17	8.17	7.95	8.17	8.16	7.94	9.52	8.43	8.42	11.54
5430.00	8.17	8.16	7.95	8.17	8.16	7.94	9.52	8.43	8.42	11.54
5431.00	8.17	8.16	7.95	8.16	8.16	7.94	9.52	8.43	8.42	11.54
5432.00	8.17	8.16	7.95	8.16	8.16	7.94	9.52	8.43	8.42	11.54
5433.00	8.17	8.16	7.94	8.16	8.16	7.94	9.52	8.43	8.42	11.54
5434.00	8.17	8.16	7.94	8.16	8.16	7.94	9.52	8.43	8.42	11.54
5435.00	8.17	8.16	7.94	8.16	8.16	7.94	9.51	8.43	8.42	11.54
5436.00	8.16	8.16	7.94	8.16	8.16	7.94	9.51	8.43	8.42	11.54
5437.00	8.16	8.16	7.94	8.16	8.16	7.94	9.51	8.43	8.42	11.54
5438.00	8.16	8.16	7.94	8.16	8.15	7.94	9.51	8.43	8.42	11.54
5439.00	8.16	8.16	7.94	8.16	8.15	7.94	9.51	8.43	8.42	11.54
5440.00	8.16	8.16	7.94	8.16	8.15	7.94	9.51	8.43	8.42	11.54
5441.00	8.16	8.16	7.94	8.16	8.15	7.94	9.51	8.43	8.42	11.54
5442.00	8.16	8.16	7.94	8.16	8.15	7.94	9.51	8.43	8.42	11.53
5443.00	8.16	8.16	7.94	8.16	8.15	7.94	9.50	8.43	8.42	11.53
5444.00	8.16	8.15	7.94	8.16	8.15	7.93	9.50	8.44	8.42	11.53
5445.00	8.16	8.15	7.94	8.16	8.15	7.93	9.50	8.44	8.42	11.53
5446.00	8.16	8.15	7.94	8.15	8.15	7.93	9.50	8.44	8.42	11.53
5447.00	8.16	8.15	7.94	8.15	8.15	7.93	9.50	8.44	8.42	11.53
5448.00	8.16	8.15	7.93	8.15	8.15	7.93	9.50	8.44	8.42	11.53
5449.00	8.16	8.15	7.93	8.15	8.15	7.93	9.50	8.44	8.42	11.53
5450.00	8.15	8.15	7.93	8.15	8.15	7.93	9.50	8.44	8.42	11.53
5451.00	8.15	8.15	7.93	8.15	8.14	7.93	9.49	8.44	8.42	11.53
5452.00	8.15	8.15	7.93	8.15	8.14	7.93	9.49	8.44	8.42	11.53
5453.00	8.15	8.15	7.93	8.15	8.14	7.93	9.49	8.44	8.42	11.53
5454.00	8.15	8.14	7.93	8.15	8.14	7.93	9.49	8.44	8.42	11.53
5455.00	8.15	8.14	7.93	8.15	8.14	7.92	9.49	8.44	8.42	11.53
5456.00	8.15	8.14	7.93	8.14	8.14	7.92	9.49	8.44	8.42	11.53
5457.00	8.15	8.14	7.93	8.14	8.14	7.92	9.49	8.44	8.42	11.53
