 TIME                    	Front                    	Back                     	Left                     	Right                    	Bottom  
1205	-4.532768	-4.532872	-4.647565	-4.647455	5.170852
1206	-4.531937	-4.532041	-4.646747	-4.646638	5.169903
1207	-4.531096	-4.531199	-4.645919	-4.645809	5.168962
1208	-4.530243	-4.530347	-4.645079	-4.644969	5.168030
1209	-4.529371	-4.529475	-4.644221	-4.644111	5.167138
1210	-4.528350	-4.528454	-4.643212	-4.643102	5.166519
1211	-4.527018	-4.527122	-4.641892	-4.641782	5.166316
1212	-4.525383	-4.525487	-4.640269	-4.640159	5.166451
1213	-4.523565	-4.523668	-4.638461	-4.638352	5.166772
1214	-4.521672	-4.521776	-4.636580	-4.636471	5.167192
1215	-4.519751	-4.519854	-4.634670	-4.634560	5.167696
1216	-4.517806	-4.517910	-4.632737	-4.632627	5.168286
1217	-4.515871	-4.515975	-4.630814	-4.630704	5.168889
1218	-4.514046	-4.514149	-4.629001	-4.628891	5.169323
1219	-4.512502	-4.512605	-4.627470	-4.627360	5.169344
1220	-4.511259	-4.511362	-4.626240	-4.626131	5.169037
1221	-4.510179	-4.510283	-4.625175	-4.625065	5.168538
1222	-4.509165	-4.509269	-4.624175	-4.624066	5.167923
1223	-4.508169	-4.508273	-4.623193	-4.623083	5.167240
1224	-4.507171	-4.507275	-4.622209	-4.622100	5.166515
1225	-4.506171	-4.506274	-4.621223	-4.621113	5.165758
1226	-4.505171	-4.505275	-4.620237	-4.620128	5.164979
1227	-4.504171	-4.504275	-4.619251	-4.619141	5.164187
1228	-4.503167	-4.503270	-4.618260	-4.618150	5.163390
1229	-4.502155	-4.502259	-4.617262	-4.617152	5.162594
1230	-4.501135	-4.501238	-4.616255	-4.616146	5.161803
1231	-4.500107	-4.500210	-4.615240	-4.615131	5.161017
1232	-4.499070	-4.499174	-4.614217	-4.614108	5.160237
1233	-4.498019	-4.498123	-4.613179	-4.613069	5.159490
1234	-4.496843	-4.496947	-4.612016	-4.611906	5.158953
1235	-4.495450	-4.495554	-4.610635	-4.610525	5.158673
1236	-4.493827	-4.493931	-4.609024	-4.608915	5.158667
1237	-4.492064	-4.492168	-4.607273	-4.607163	5.158766
1238	-4.490288	-4.490392	-4.605508	-4.605399	5.158872
1239	-4.488532	-4.488636	-4.603764	-4.603655	5.158984
1240	-4.486835	-4.486939	-4.602080	-4.601970	5.159043
1241	-4.485202	-4.485305	-4.600458	-4.600349	5.159075
1242	-4.483666	-4.483769	-4.598935	-4.598825	5.158970
1243	-4.482306	-4.482409	-4.597588	-4.597478	5.158655
1244	-4.481095	-4.481198	-4.596390	-4.596281	5.158191
1245	-4.479956	-4.480060	-4.595265	-4.595155	5.157638
1246	-4.478843	-4.478946	-4.594165	-4.594055	5.157032
1247	-4.477732	-4.477836	-4.593068	-4.592959	5.156393
1248	-4.476621	-4.476724	-4.591970	-4.591860	5.155728
1249	-4.475513	-4.475617	-4.590876	-4.590766	5.155038
1250	-4.474414	-4.474517	-4.589789	-4.589680	5.154327
1251	-4.473320	-4.473423	-4.588709	-4.588599	5.153601
1252	-4.472229	-4.472333	-4.587631	-4.587522	5.152863
1253	-4.471141	-4.471244	-4.586555	-4.586446	5.152116
1254	-4.470052	-4.470155	-4.585479	-4.585370	5.151364
1255	-4.468961	-4.469064	-4.584401	-4.584292	5.150608
1256	-4.467865	-4.467968	-4.583317	-4.583208	5.149854
1257	-4.466755	-4.466858	-4.582220	-4.582111	5.149133
1258	-4.465490	-4.465593	-4.580967	-4.580858	5.148697
1259	-4.463920	-4.464024	-4.579410	-4.579300	5.148653
1260	-4.462071	-4.462175	-4.577572	-4.577462	5.148924
1261	-4.460048	-4.460152	-4.575559	-4.575450	5.149385
1262	-4.457955	-4.458058	-4.573476	-4.573367	5.149942
1263	-4.455842	-4.455945	-4.571375	-4.571265	5.150566
1264	-4.453726	-4.453830	-4.569270	-4.569160	5.151239
1265	-4.451663	-4.451766	-4.567218	-4.567108	5.151848
1266	-4.449764	-4.449868	-4.565331	-4.565222	5.152216
1267	-4.448170	-4.448273	-4.563749	-4.563639	5.152166
1268	-4.446870	-4.446974	-4.562463	-4.562353	5.151789
1269	-4.445733	-4.445837	-4.561339	-4.561230	5.151215
1270	-4.444668	-4.444771	-4.560287	-4.560178	5.150513
1271	-4.443630	-4.443734	-4.559263	-4.559154	5.149728
1272	-4.442604	-4.442707	-4.558250	-4.558141	5.148885
1273	-4.441587	-4.441691	-4.557247	-4.557138	5.147993
1274	-4.440583	-4.440687	-4.556256	-4.556147	5.147065
1275	-4.439590	-4.439693	-4.555275	-4.555166	5.146108
1276	-4.438604	-4.438707	-4.554302	-4.554193	5.145129
1277	-4.437625	-4.437728	-4.553336	-4.553226	5.144134
1278	-4.436649	-4.436753	-4.552373	-4.552263	5.143126
1279	-4.435676	-4.435779	-4.551411	-4.551302	5.142110
1280	-4.434701	-4.434804	-4.550449	-4.550339	5.141091
1281	-4.433713	-4.433816	-4.549472	-4.549363	5.140104
1282	-4.432579	-4.432683	-4.548351	-4.548242	5.139371
1283	-4.431171	-4.431274	-4.546953	-4.546844	5.138985
1284	-4.429482	-4.429585	-4.545276	-4.545166	5.138929
1285	-4.427601	-4.427704	-4.543405	-4.543295	5.139071
1286	-4.425651	-4.425754	-4.541465	-4.541355	5.139292
1287	-4.423700	-4.423803	-4.539524	-4.539415	5.139545
1288	-4.421782	-4.421885	-4.537617	-4.537508	5.139777
1289	-4.419984	-4.420087	-4.535830	-4.535721	5.139839
1290	-4.418395	-4.418499	-4.534253	-4.534143	5.139646
1291	-4.417039	-4.417142	-4.532908	-4.532799	5.139188
1292	-4.415855	-4.415958	-4.531736	-4.531627	5.138545
1293	-4.414751	-4.414854	-4.530645	-4.530536	5.137794
1294	-4.413671	-4.413775	-4.529579	-4.529469	5.136979
1295	-4.412592	-4.412696	-4.528512	-4.528403	5.136127
1296	-4.411507	-4.411610	-4.527439	-4.527330	5.135250
1297	-4.410419	-4.410522	-4.526363	-4.526254	5.134353
1298	-4.409332	-4.409435	-4.525289	-4.525180	5.133440
1299	-4.408246	-4.408349	-4.524215	-4.524106	5.132516
1300	-4.407159	-4.407263	-4.523140	-4.523031	5.131587
1301	-4.406071	-4.406174	-4.522064	-4.521954	5.130653
1302	-4.404979	-4.405082	-4.520983	-4.520874	5.129720
1303	-4.403882	-4.403985	-4.519898	-4.519789	5.128787
1304	-4.402778	-4.402881	-4.518805	-4.518696	5.127859
1305	-4.401659	-4.401762	-4.517697	-4.517588	5.126966
1306	-4.400395	-4.400498	-4.516444	-4.516335	5.126326
1307	-4.398842	-4.398945	-4.514902	-4.514793	5.126056
1308	-4.396998	-4.397102	-4.513069	-4.512960	5.126119
1309	-4.394961	-4.395064	-4.511041	-4.510932	5.126378
1310	-4.392877	-4.392980	-4.508967	-4.508858	5.126664
1311	-4.390831	-4.390934	-4.506931	-4.506822	5.126948
1312	-4.388799	-4.388902	-4.504909	-4.504800	5.127290
1313	-4.386760	-4.386863	-4.502881	-4.502772	5.127684
1314	-4.384780	-4.384883	-4.500911	-4.500802	5.127987
1315	-4.383037	-4.383141	-4.499180	-4.499071	5.127926
1316	-4.381580	-4.381683	-4.497734	-4.497625	5.127556
1317	-4.380284	-4.380387	-4.496451	-4.496341	5.127003
1318	-4.379056	-4.379159	-4.495235	-4.495126	5.126342
1319	-4.377845	-4.377948	-4.494036	-4.493927	5.125616
1320	-4.376635	-4.376738	-4.492838	-4.492729	5.124846
1321	-4.375426	-4.375529	-4.491641	-4.491532	5.124042
1322	-4.374224	-4.374327	-4.490451	-4.490342	5.123208
1323	-4.373030	-4.373134	-4.489269	-4.489160	5.122350
1324	-4.371843	-4.371946	-4.488093	-4.487984	5.121476
1325	-4.370656	-4.370759	-4.486919	-4.486810	5.120591
1326	-4.369471	-4.369574	-4.485744	-4.485636	5.119698
1327	-4.368286	-4.368389	-4.484571	-4.484462	5.118800
1328	-4.367096	-4.367199	-4.483393	-4.483284	5.117902
1329	-4.365892	-4.365995	-4.482199	-4.482091	5.117039
1330	-4.364531	-4.364634	-4.480849	-4.480740	5.116457
1331	-4.362864	-4.362967	-4.479192	-4.479083	5.116265
1332	-4.360889	-4.360992	-4.477226	-4.477117	5.116436
1333	-4.358694	-4.358797	-4.475041	-4.474932	5.116856
1334	-4.356386	-4.356489	-4.472742	-4.472633	5.117429
1335	-4.354024	-4.354127	-4.470389	-4.470280	5.118116
1336	-4.351650	-4.351753	-4.468025	-4.467916	5.118856
1337	-4.349315	-4.349418	-4.465700	-4.465591	5.119583
1338	-4.347103	-4.347206	-4.463498	-4.463389	5.120134
1339	-4.345193	-4.345296	-4.461599	-4.461490	5.120233
1340	-4.343618	-4.343721	-4.460035	-4.459926	5.119960
1341	-4.342231	-4.342334	-4.458661	-4.458552	5.119466
1342	-4.340927	-4.341030	-4.457369	-4.457260	5.118833
1343	-4.339651	-4.339754	-4.456105	-4.455996	5.118116
1344	-4.338383	-4.338486	-4.454849	-4.454740	5.117339
1345	-4.337126	-4.337229	-4.453604	-4.453495	5.116510
1346	-4.335885	-4.335988	-4.452374	-4.452265	5.115640
1347	-4.334654	-4.334757	-4.451155	-4.451047	5.114741
1348	-4.333431	-4.333534	-4.449944	-4.449835	5.113820
1349	-4.332215	-4.332318	-4.448739	-4.448630	5.112881
1350	-4.331005	-4.331108	-4.447540	-4.447432	5.111928
1351	-4.329798	-4.329901	-4.446345	-4.446236	5.110966
1352	-4.328591	-4.328694	-4.445149	-4.445040	5.109998
1353	-4.327375	-4.327478	-4.443943	-4.443834	5.109060
1354	-4.326004	-4.326107	-4.442583	-4.442474	5.108403
1355	-4.324312	-4.324415	-4.440900	-4.440791	5.108169
1356	-4.322304	-4.322407	-4.438902	-4.438793	5.108292
1357	-4.320091	-4.320194	-4.436697	-4.436588	5.108642
1358	-4.317790	-4.317893	-4.434405	-4.434296	5.109106
1359	-4.315460	-4.315563	-4.432083	-4.431975	5.109658
1360	-4.313122	-4.313225	-4.429755	-4.429646	5.110264
1361	-4.310834	-4.310937	-4.427476	-4.427367	5.110819
1362	-4.308681	-4.308784	-4.425333	-4.425224	5.111194
1363	-4.306801	-4.306904	-4.423464	-4.423355	5.111172
1364	-4.305228	-4.305331	-4.421902	-4.421793	5.110796
1365	-4.303842	-4.303945	-4.420527	-4.420419	5.110201
1366	-4.302541	-4.302644	-4.419237	-4.419129	5.109471
1367	-4.301268	-4.301371	-4.417977	-4.417868	5.108657
1368	-4.300005	-4.300107	-4.416724	-4.416616	5.107785
1369	-4.298748	-4.298851	-4.415479	-4.415371	5.106868
1370	-4.297500	-4.297603	-4.414243	-4.414134	5.105918
1371	-4.296261	-4.296364	-4.413014	-4.412906	5.104941
1372	-4.295027	-4.295129	-4.411791	-4.411682	5.103947
1373	-4.293795	-4.293898	-4.410571	-4.410462	5.102941
1374	-4.292563	-4.292666	-4.409349	-4.409240	5.101929
1375	-4.291328	-4.291430	-4.408124	-4.408015	5.100915
1376	-4.290087	-4.290190	-4.406893	-4.406785	5.099903
1377	-4.288831	-4.288934	-4.405648	-4.405539	5.098923
1378	-4.287450	-4.287552	-4.404276	-4.404168	5.098148
1379	-4.285869	-4.285972	-4.402705	-4.402596	5.097600
1380	-4.283965	-4.284068	-4.400810	-4.400702	5.097495
1381	-4.281695	-4.281798	-4.398548	-4.398440	5.097764
1382	-4.279215	-4.279318	-4.396076	-4.395967	5.098261
1383	-4.276725	-4.276828	-4.393594	-4.393486	5.098828
1384	-4.274255	-4.274358	-4.391133	-4.391024	5.099504
1385	-4.271799	-4.271902	-4.388685	-4.388577	5.100174
1386	-4.269519	-4.269622	-4.386414	-4.386306	5.100594
1387	-4.267576	-4.267679	-4.384481	-4.384373	5.100582
1388	-4.265945	-4.266047	-4.382860	-4.382752	5.100242
1389	-4.264473	-4.264575	-4.381400	-4.381291	5.099712
1390	-4.263059	-4.263162	-4.379997	-4.379889	5.099070
1391	-4.261655	-4.261758	-4.378605	-4.378496	5.098364
1392	-4.260245	-4.260347	-4.377206	-4.377097	5.097616
1393	-4.258829	-4.258932	-4.375801	-4.375692	5.096839
1394	-4.257411	-4.257513	-4.374393	-4.374285	5.096043
1395	-4.255988	-4.256090	-4.372981	-4.372873	5.095237
1396	-4.254559	-4.254661	-4.371562	-4.371454	5.094429
1397	-4.253122	-4.253224	-4.370136	-4.370028	5.093621
1398	-4.251678	-4.251780	-4.368702	-4.368594	5.092815
1399	-4.250227	-4.250330	-4.367262	-4.367153	5.092014
1400	-4.248767	-4.248870	-4.365812	-4.365704	5.091222
1401	-4.247281	-4.247384	-4.364336	-4.364228	5.090489
1402	-4.245591	-4.245693	-4.362655	-4.362546	5.090097
1403	-4.243643	-4.243746	-4.360716	-4.360608	5.089934
1404	-4.241504	-4.241607	-4.358586	-4.358478	5.090002
1405	-4.239226	-4.239328	-4.356316	-4.356208	5.090225
1406	-4.236850	-4.236953	-4.353949	-4.353840	5.090581
1407	-4.234312	-4.234415	-4.351419	-4.351310	5.091138
1408	-4.231679	-4.231782	-4.348794	-4.348686	5.091769
1409	-4.229123	-4.229225	-4.346246	-4.346137	5.092339
1410	-4.226773	-4.226876	-4.343905	-4.343797	5.092712
1411	-4.224744	-4.224847	-4.341886	-4.341777	5.092726
1412	-4.223006	-4.223108	-4.340158	-4.340050	5.092453
1413	-4.221421	-4.221524	-4.338584	-4.338476	5.092005
1414	-4.219899	-4.220001	-4.337073	-4.336964	5.091448
1415	-4.218392	-4.218495	-4.335577	-4.335469	5.090823
1416	-4.216887	-4.216990	-4.334083	-4.333974	5.090152
1417	-4.215383	-4.215485	-4.332589	-4.332481	5.089444
1418	-4.213881	-4.213984	-4.331098	-4.330990	5.088709
1419	-4.212380	-4.212483	-4.329608	-4.329499	5.087957
1420	-4.210877	-4.210979	-4.328114	-4.328005	5.087195
1421	-4.209368	-4.209470	-4.326615	-4.326507	5.086429
1422	-4.207853	-4.207955	-4.325110	-4.325002	5.085662
1423	-4.206331	-4.206433	-4.323598	-4.323489	5.084896
1424	-4.204799	-4.204902	-4.322076	-4.321968	5.084140
1425	-4.203228	-4.203331	-4.320515	-4.320406	5.083450
1426	-4.201484	-4.201586	-4.318779	-4.318671	5.083026
1427	-4.199495	-4.199597	-4.316799	-4.316691	5.082859
1428	-4.197341	-4.197444	-4.314654	-4.314546	5.082838
1429	-4.195116	-4.195218	-4.312437	-4.312328	5.082881
1430	-4.192877	-4.192979	-4.310206	-4.310098	5.082955
1431	-4.190653	-4.190755	-4.307990	-4.307882	5.083034
1432	-4.188467	-4.188569	-4.305813	-4.305705	5.083089
1433	-4.186346	-4.186448	-4.303701	-4.303593	5.083085
1434	-4.184321	-4.184424	-4.301686	-4.301577	5.082977
1435	-4.182431	-4.182533	-4.299805	-4.299696	5.082717
1436	-4.180660	-4.180762	-4.298043	-4.297935	5.082336
1437	-4.178950	-4.179052	-4.296344	-4.296235	5.081884
1438	-4.177261	-4.177363	-4.294664	-4.294556	5.081388
1439	-4.175570	-4.175672	-4.292983	-4.292875	5.080872
1440	-4.173868	-4.173971	-4.291292	-4.291183	5.080345
1441	-4.172159	-4.172262	-4.289592	-4.289484	5.079809
1442	-4.170446	-4.170548	-4.287888	-4.287780	5.079266
1443	-4.168728	-4.168830	-4.286180	-4.286072	5.078721
1444	-4.167003	-4.167106	-4.284465	-4.284357	5.078178
1445	-4.165272	-4.165375	-4.282743	-4.282635	5.077637
1446	-4.163533	-4.163635	-4.281013	-4.280905	5.077101
1447	-4.161784	-4.161886	-4.279273	-4.279165	5.076573
1448	-4.160025	-4.160127	-4.277523	-4.277415	5.076053
1449	-4.158249	-4.158351	-4.275757	-4.275649	5.075555
1450	-4.156419	-4.156521	-4.273936	-4.273827	5.075131
1451	-4.154464	-4.154566	-4.271989	-4.271881	5.074863
1452	-4.152317	-4.152419	-4.269851	-4.269742	5.074820
1453	-4.150006	-4.150108	-4.267548	-4.267440	5.074940
1454	-4.147560	-4.147663	-4.265110	-4.265002	5.075250
1455	-4.145043	-4.145146	-4.262601	-4.262493	5.075634
1456	-4.142497	-4.142600	-4.260062	-4.259954	5.076117
1457	-4.139987	-4.140089	-4.257560	-4.257451	5.076552
1458	-4.137576	-4.137678	-4.255157	-4.255049	5.076921
1459	-4.135319	-4.135422	-4.252909	-4.252801	5.077088
1460	-4.133273	-4.133376	-4.250873	-4.250764	5.077012
1461	-4.131381	-4.131483	-4.248990	-4.248881	5.076770
1462	-4.129563	-4.129665	-4.247181	-4.247073	5.076424
1463	-4.127775	-4.127877	-4.245403	-4.245295	5.076009
1464	-4.126004	-4.126106	-4.243642	-4.243534	5.075537
1465	-4.124251	-4.124353	-4.241898	-4.241790	5.075016
1466	-4.122515	-4.122618	-4.240172	-4.240064	5.074454
1467	-4.120796	-4.120898	-4.238462	-4.238354	5.073857
1468	-4.119089	-4.119192	-4.236765	-4.236657	5.073233
1469	-4.117394	-4.117496	-4.235078	-4.234970	5.072583
1470	-4.115707	-4.115809	-4.233400	-4.233292	5.071914
1471	-4.114029	-4.114131	-4.231731	-4.231623	5.071225
1472	-4.112357	-4.112459	-4.230068	-4.229960	5.070523
1473	-4.110674	-4.110776	-4.228393	-4.228285	5.069837
1474	-4.108920	-4.109022	-4.226648	-4.226540	5.069242
1475	-4.107055	-4.107157	-4.224791	-4.224683	5.068755
1476	-4.105094	-4.105197	-4.222838	-4.222730	5.068355
1477	-4.103057	-4.103159	-4.220809	-4.220701	5.068054
1478	-4.100881	-4.100983	-4.218640	-4.218532	5.067965
1479	-4.098565	-4.098667	-4.216331	-4.216223	5.068019
1480	-4.096176	-4.096278	-4.213949	-4.213841	5.068201
1481	-4.093726	-4.093828	-4.211506	-4.211398	5.068522
1482	-4.091304	-4.091406	-4.209091	-4.208983	5.068800
1483	-4.089081	-4.089183	-4.206875	-4.206767	5.068808
1484	-4.087124	-4.087226	-4.204926	-4.204818	5.068521
1485	-4.085356	-4.085458	-4.203168	-4.203060	5.068034
1486	-4.083685	-4.083787	-4.201505	-4.201397	5.067420
1487	-4.082053	-4.082155	-4.199882	-4.199774	5.066722
1488	-4.080437	-4.080539	-4.198275	-4.198167	5.065967
1489	-4.078831	-4.078933	-4.196677	-4.196569	5.065167
1490	-4.077231	-4.077333	-4.195086	-4.194978	5.064335
1491	-4.075635	-4.075737	-4.193498	-4.193390	5.063480
1492	-4.074040	-4.074142	-4.191912	-4.191804	5.062609
1493	-4.072448	-4.072550	-4.190328	-4.190220	5.061722
1494	-4.070860	-4.070962	-4.188749	-4.188641	5.060822
1495	-4.069276	-4.069378	-4.187172	-4.187064	5.059911
1496	-4.067691	-4.067793	-4.185595	-4.185487	5.058996
1497	-4.066087	-4.066189	-4.183999	-4.183891	5.058111
1498	-4.064383	-4.064485	-4.182301	-4.182194	5.057383
1499	-4.062445	-4.062547	-4.180371	-4.180263	5.056986
1500	-4.060121	-4.060223	-4.178053	-4.177945	5.057132
1501	-4.057446	-4.057548	-4.175384	-4.175276	5.057646
1502	-4.054588	-4.054690	-4.172532	-4.172424	5.058381
1503	-4.051633	-4.051735	-4.169582	-4.169474	5.059296
1504	-4.048618	-4.048720	-4.166572	-4.166464	5.060349
1505	-4.045610	-4.045712	-4.163570	-4.163463	5.061414
1506	-4.042729	-4.042831	-4.160696	-4.160588	5.062311
1507	-4.040145	-4.040247	-4.158119	-4.158011	5.062786
1508	-4.037937	-4.038039	-4.155919	-4.155811	5.062804
1509	-4.035996	-4.036098	-4.153987	-4.153879	5.062517
1510	-4.034180	-4.034282	-4.152181	-4.152073	5.062051
1511	-4.032406	-4.032508	-4.150415	-4.150307	5.061477
1512	-4.030638	-4.030740	-4.148657	-4.148549	5.060837
1513	-4.028870	-4.028972	-4.146898	-4.146790	5.060152
1514	-4.027100	-4.027202	-4.145137	-4.145029	5.059436
1515	-4.025329	-4.025431	-4.143374	-4.143266	5.058702
1516	-4.023555	-4.023657	-4.141609	-4.141501	5.057955
1517	-4.021780	-4.021882	-4.139843	-4.139735	5.057201
1518	-4.020003	-4.020105	-4.138074	-4.137966	5.056443
1519	-4.018223	-4.018325	-4.136301	-4.136194	5.055685
1520	-4.016433	-4.016535	-4.134520	-4.134412	5.054945
1521	-4.014558	-4.014660	-4.132652	-4.132544	5.054369
1522	-4.012434	-4.012536	-4.130535	-4.130427	5.054169
1523	-4.009970	-4.010072	-4.128078	-4.127970	5.054391
1524	-4.007229	-4.007331	-4.125342	-4.125235	5.054894
1525	-4.004421	-4.004523	-4.122541	-4.122433	5.055372
1526	-4.001719	-4.001821	-4.119845	-4.119737	5.055730
1527	-3.999132	-3.999234	-4.117264	-4.117157	5.055999
1528	-3.996635	-3.996736	-4.114774	-4.114666	5.056191
1529	-3.994226	-3.994328	-4.112372	-4.112264	5.056287
1530	-3.991932	-3.992034	-4.110086	-4.109978	5.056244
1531	-3.989807	-3.989908	-4.107968	-4.107860	5.055993
1532	-3.987854	-3.987956	-4.106024	-4.105916	5.055546
1533	-3.986015	-3.986117	-4.104192	-4.104085	5.054966
1534	-3.984228	-3.984330	-4.102414	-4.102306	5.054303
1535	-3.982459	-3.982561	-4.100653	-4.100546	5.053586
1536	-3.980699	-3.980801	-4.098901	-4.098793	5.052826
1537	-3.978952	-3.979054	-4.097161	-4.097054	5.052024
1538	-3.977224	-3.977326	-4.095441	-4.095334	5.051182
1539	-3.975514	-3.975616	-4.093739	-4.093631	5.050309
1540	-3.973817	-3.973918	-4.092049	-4.091941	5.049411
1541	-3.972127	-3.972229	-4.090367	-4.090260	5.048493
1542	-3.970443	-3.970545	-4.088690	-4.088583	5.047561
1543	-3.968762	-3.968863	-4.087015	-4.086908	5.046619
1544	-3.967078	-3.967180	-4.085339	-4.085232	5.045674
1545	-3.965357	-3.965459	-4.083625	-4.083517	5.044792
1546	-3.963486	-3.963587	-4.081759	-4.081652	5.044137
1547	-3.961345	-3.961447	-4.079625	-4.079517	5.043824
1548	-3.958900	-3.959001	-4.077185	-4.077077	5.043876
1549	-3.956230	-3.956332	-4.074520	-4.074413	5.044169
1550	-3.953453	-3.953554	-4.071748	-4.071640	5.044608
1551	-3.950623	-3.950725	-4.068923	-4.068815	5.045162
1552	-3.947769	-3.947871	-4.066074	-4.065967	5.045795
1553	-3.944945	-3.945047	-4.063256	-4.063148	5.046410
1554	-3.942255	-3.942357	-4.060571	-4.060464	5.046846
1555	-3.939817	-3.939919	-4.058140	-4.058033	5.046946
1556	-3.937663	-3.937765	-4.055993	-4.055886	5.046713
1557	-3.935702	-3.935804	-4.054039	-4.053932	5.046261
1558	-3.933829	-3.933931	-4.052175	-4.052067	5.045676
1559	-3.931989	-3.932090	-4.050342	-4.050234	5.045007
1560	-3.930159	-3.930261	-4.048520	-4.048412	5.044278
1561	-3.928340	-3.928442	-4.046708	-4.046601	5.043501
1562	-3.926532	-3.926633	-4.044908	-4.044800	5.042687
1563	-3.924730	-3.924831	-4.043113	-4.043005	5.041850
1564	-3.922928	-3.923029	-4.041318	-4.041210	5.041000
1565	-3.921124	-3.921225	-4.039521	-4.039413	5.040141
1566	-3.919316	-3.919417	-4.037720	-4.037612	5.039278
1567	-3.917504	-3.917605	-4.035914	-4.035807	5.038414
1568	-3.915680	-3.915782	-4.034097	-4.033990	5.037573
1569	-3.913746	-3.913848	-4.032170	-4.032062	5.036929
1570	-3.911558	-3.911660	-4.029987	-4.029880	5.036635
1571	-3.909056	-3.909157	-4.027490	-4.027382	5.036732
1572	-3.906283	-3.906384	-4.024722	-4.024614	5.037133
1573	-3.903344	-3.903445	-4.021787	-4.021680	5.037725
1574	-3.900324	-3.900426	-4.018772	-4.018665	5.038443
1575	-3.897248	-3.897350	-4.015701	-4.015594	5.039287
1576	-3.894140	-3.894242	-4.012598	-4.012490	5.040211
1577	-3.891059	-3.891161	-4.009522	-4.009414	5.041131
1578	-3.888107	-3.888208	-4.006575	-4.006467	5.041865
1579	-3.885432	-3.885534	-4.003907	-4.003799	5.042209
1580	-3.883084	-3.883185	-4.001565	-4.001458	5.042163
1581	-3.880963	-3.881065	-3.999452	-3.999345	5.041856
1582	-3.878953	-3.879055	-3.997450	-3.997343	5.041388
1583	-3.876985	-3.877087	-3.995490	-3.995383	5.040820
1584	-3.875031	-3.875133	-3.993543	-3.993436	5.040184
1585	-3.873086	-3.873187	-3.991606	-3.991498	5.039497
1586	-3.871150	-3.871252	-3.989677	-3.989570	5.038770
1587	-3.869221	-3.869323	-3.987756	-3.987648	5.038017
1588	-3.867296	-3.867398	-3.985837	-3.985730	5.037246
1589	-3.865373	-3.865474	-3.983921	-3.983814	5.036462
1590	-3.863449	-3.863551	-3.982004	-3.981897	5.035671
1591	-3.861525	-3.861627	-3.980086	-3.979979	5.034874
1592	-3.859593	-3.859694	-3.978161	-3.978053	5.034100
1593	-3.857539	-3.857641	-3.976113	-3.976006	5.033549
1594	-3.855213	-3.855314	-3.973792	-3.973685	5.033375
1595	-3.852557	-3.852658	-3.971141	-3.971034	5.033614
1596	-3.849622	-3.849723	-3.968210	-3.968103	5.034168
1597	-3.846518	-3.846620	-3.965111	-3.965004	5.034914
1598	-3.843340	-3.843441	-3.961937	-3.961830	5.035777
1599	-3.840121	-3.840222	-3.958723	-3.958615	5.036752
1600	-3.836874	-3.836976	-3.955481	-3.955374	5.037809
1601	-3.833662	-3.833764	-3.952274	-3.952166	5.038833
1602	-3.830590	-3.830692	-3.949207	-3.949100	5.039668
1603	-3.827778	-3.827880	-3.946401	-3.946294	5.040143
1604	-3.825293	-3.825394	-3.943922	-3.943815	5.040202
1605	-3.823062	-3.823164	-3.941699	-3.941592	5.039965
1606	-3.820962	-3.821064	-3.939607	-3.939500	5.039547
1607	-3.818917	-3.819018	-3.937569	-3.937462	5.039014
1608	-3.816892	-3.816993	-3.935552	-3.935444	5.038404
1609	-3.814878	-3.814980	-3.933546	-3.933438	5.037737
1610	-3.812875	-3.812977	-3.931550	-3.931443	5.037028
1611	-3.810880	-3.810981	-3.929561	-3.929454	5.036290
1612	-3.808888	-3.808990	-3.927576	-3.927469	5.035533
1613	-3.806897	-3.806999	-3.925592	-3.925485	5.034764
1614	-3.804905	-3.805006	-3.923606	-3.923499	5.033990
1615	-3.802911	-3.803012	-3.921618	-3.921511	5.033209
1616	-3.800911	-3.801013	-3.919625	-3.919518	5.032448
1617	-3.798799	-3.798900	-3.917519	-3.917412	5.031887
1618	-3.796433	-3.796535	-3.915158	-3.915051	5.031651
1619	-3.793823	-3.793925	-3.912553	-3.912446	5.031665
1620	-3.791031	-3.791132	-3.909765	-3.909658	5.031897
1621	-3.788051	-3.788152	-3.906790	-3.906683	5.032400
1622	-3.784916	-3.785018	-3.903659	-3.903552	5.033120
1623	-3.781675	-3.781777	-3.900422	-3.900315	5.034032
1624	-3.778348	-3.778449	-3.897099	-3.896991	5.035112
1625	-3.775006	-3.775107	-3.893761	-3.893654	5.036233
1626	-3.771780	-3.771881	-3.890540	-3.890433	5.037184
1627	-3.768858	-3.768960	-3.887624	-3.887517	5.037694
1628	-3.766304	-3.766405	-3.885076	-3.884969	5.037786
1629	-3.763986	-3.764087	-3.882765	-3.882658	5.037617
1630	-3.761772	-3.761874	-3.880559	-3.880452	5.037293
1631	-3.759591	-3.759692	-3.878385	-3.878278	5.036879
1632	-3.757412	-3.757514	-3.876214	-3.876106	5.036407
1633	-3.755232	-3.755334	-3.874041	-3.873934	5.035895
1634	-3.753052	-3.753153	-3.871867	-3.871760	5.035356
1635	-3.750868	-3.750969	-3.869690	-3.869583	5.034804
1636	-3.748679	-3.748780	-3.867507	-3.867400	5.034247
1637	-3.746481	-3.746582	-3.865316	-3.865209	5.033691
1638	-3.744274	-3.744375	-3.863115	-3.863008	5.033140
1639	-3.742056	-3.742157	-3.860904	-3.860797	5.032598
1640	-3.739825	-3.739926	-3.858678	-3.858571	5.032073
